com.samsung.shealth.exercise.weather,6261011,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
1.0,,2017-10-19 20:41:13.318,35.961548,,N,Sunny,,1,AccuWeather,2017-10-19 21:43:45.100,2017-10-19 21:43:45.100,0,-83.88382,22.2,35,UTC+0000,PEzvKidhug,a3af34d0-8394-48df-1b36-9f8f2c215ecb,com.sec.android.app.shealth,km/h,,7.0,1,3c7fec78-8b85-8309-6bad-536117c58f5f,
7.0,,2021-04-12 18:43:02.880,35.93915,,,Sunny,,1,TWC,2021-04-12 19:22:26.189,2021-04-12 19:22:22.622,0,-83.95835,25.0,26,UTC-0400,C2yRtg360R,76754d53-7600-8f1c-b011-e61e29eb47a7,com.sec.android.app.shealth,,,,1,99c824c8-49a9-a46c-5330-459fa1fa888b,
3.0,,2021-06-23 22:22:22.130,35.96398,,,Sunny,,1,TWC,2021-06-23 22:42:58.220,2021-06-23 22:42:56.291,0,-83.9201,27.666668,42,UTC-0400,C2yRtg360R,beeeaffd-932f-09f0-fbb1-9ade0082dabf,com.sec.android.app.shealth,,,,1,26c5c1d1-558d-50b7-1b8f-4c2b24b24802,
9.0,,2021-05-20 18:36:41.700,35.92725,,,Fair,,1,TWC,2021-05-20 18:55:36.158,2021-05-20 18:55:36.153,0,-83.96605,28.0,40,UTC-0400,C2yRtg360R,6c7faebd-f80e-d6b6-e448-a3165add1120,com.sec.android.app.shealth,,,,1,321742ce-681e-a8b4-48ab-45b2e04a8cd7,
4.0,,2016-03-10 18:16:20.161,35.923603,,S,Mostly cloudy,,1,AccuWeather,2016-03-10 19:01:30.095,2016-03-10 19:01:30.095,0,-83.9902,26.1,34,UTC+0000,ROm+XQMkto,4c93df8a-826f-6e10-5f20-4a317c795d0f,com.sec.android.app.shealth,km/h,,7.0,3,c070bf1f-0c90-8e52-c717-62b2e56c1d40,
0.0,,2018-07-20 00:28:11.067,35.947876,,,Partly Cloudy,,1,TWC,2018-07-20 00:59:59.605,2018-07-20 00:59:59.605,0,-83.95256,26.0,76,UTC+0000,PEzvKidhug,1a008881-9467-d910-6935-f330f60912e6,com.sec.android.app.shealth,,,,2,d0dc92af-f0ea-7f93-f46b-5bb2081b17a8,
0.0,,2017-08-28 22:14:30.587,35.945145,,N,Partly sunny,,1,AccuWeather,2017-08-28 22:49:06.951,2017-08-28 22:49:06.951,0,-83.95129,25.6,62,UTC+0000,PEzvKidhug,7bfc6905-f7e4-e7b4-abaa-e9912547e290,com.sec.android.app.shealth,km/h,,7.0,2,2560aeca-67fb-3ff6-9cc6-68f295564e0f,
0.0,,2018-08-18 23:54:58.572,35.957676,,,Partly Cloudy,,1,TWC,2018-08-19 00:23:59.294,2018-08-19 00:23:59.294,0,-83.93751,26.0,78,UTC+0000,PEzvKidhug,7b11035f-ca55-fbea-b9a5-94e27c3643df,com.sec.android.app.shealth,,,,2,a0644aee-4a13-540b-3170-47e664e4e6b1,
1.0,,2016-05-25 21:40:23.666,35.95529,,W,Clouds and sun,,1,AccuWeather,2016-05-25 22:06:57.144,2016-05-25 22:06:57.144,0,-83.92218,28.9,39,UTC+0000,ROm+XQMkto,3acd6efd-3dac-ff1d-14aa-d93c7da023f3,com.sec.android.app.shealth,km/h,,7.0,2,4c00816e-b72c-f7ab-68d0-96e01a37ad47,
0.0,,2018-10-03 23:21:18.968,35.957825,,,Fair,,1,TWC,2018-10-03 23:35:44.278,2018-10-03 23:35:44.278,0,-83.93679,25.0,73,UTC+0000,PEzvKidhug,b38eeced-1d25-98d2-34a0-65016e3d68fc,com.sec.android.app.shealth,,,,18,1192bf1f-57da-5e63-e976-d9a39e732359,
0.0,,2018-07-28 00:25:22.076,35.9583,,,Partly Cloudy,,1,TWC,2018-07-28 00:43:24.333,2018-07-28 00:43:24.333,0,-83.938354,26.0,70,UTC+0000,PEzvKidhug,27a75ff7-f377-7699-1ab2-035cd40dabf4,com.sec.android.app.shealth,,,,2,2b08058e-8033-e9b3-2aaf-f98cc455c9f4,
,0,2020-04-22 19:34:21.733,35.939022,,W. 260,Partly Cloudy,0,1,TWC,2020-04-22 19:34:21.733,2020-04-22 19:34:21.733,1,-83.95811,21.0,26,UTC-0400,cfxbbbfj2r,5f2e1255-f32d-4786-a12a-fc7c8f8c069c,com.sec.android.app.shealth,km/h,0,2.0,2,a5bf20ad-4a2f-4210-a7e7-8b69cffaf6c1,
8.0,,2018-07-28 19:14:44.485,35.95284,,,Partly Cloudy,,1,TWC,2018-07-28 19:35:57.247,2018-07-28 19:35:57.247,0,-83.94029,29.0,41,UTC+0000,PEzvKidhug,f9174d25-f686-619d-7c47-b30749969c36,com.sec.android.app.shealth,,,,2,b7463995-fc5a-0296-06f5-5348634f65a8,
6.0,,2021-09-25 19:13:54.730,35.45995,,,Partly Cloudy,,1,TWC,2021-09-25 19:26:59.853,2021-09-25 19:26:59.788,0,-84.63906,24.0,48,UTC-0400,C2yRtg360R,395f111c-f029-83da-c303-1a18a4e5c779,com.sec.android.app.shealth,,,,2,f3ccd191-2405-4651-2329-f8e639ed617a,
0.0,,2018-03-31 00:24:20.370,35.92678,,,Clear,,1,TWC,2018-03-31 00:36:23.252,2018-03-31 00:36:23.252,0,-84.039566,9.0,71,UTC+0000,PEzvKidhug,7364d729-8869-b274-987e-6b9624c9f464,com.sec.android.app.shealth,,,,18,7d9d1211-d994-ac5c-ed67-a50a453d7b41,
1.0,,2018-04-11 21:59:02.199,36.200623,,,Fair,,1,TWC,2018-04-11 22:13:23.603,2018-04-11 22:13:23.603,0,-86.69034,20.0,30,UTC+0000,PEzvKidhug,b6746539-17b5-d77e-c799-a35b97a59d39,com.sec.android.app.shealth,,,,1,3f0489b4-c6bf-44c0-2f55-5c56a4a682cd,
7.0,,2021-09-19 18:05:58.840,35.93632,,,Partly Cloudy,,1,TWC,2021-09-19 18:21:47.772,2021-09-19 18:21:47.222,0,-83.956924,27.0,71,UTC-0400,C2yRtg360R,9440b184-5926-c5f5-3274-2b15fda30915,com.sec.android.app.shealth,,,,2,0dfbfdb6-fa73-4644-7476-07146139b08e,
1.0,,2020-06-03 22:32:41.639,35.930153,,,Fair,,1,TWC,2020-06-03 23:09:09.456,2020-06-03 23:09:09.456,0,-83.958244,29.0,56,UTC-0400,PEzvKidhug,d29416b3-1c23-8258-2a15-97949903cecf,com.sec.android.app.shealth,,,,1,f265cd6e-2711-c4c7-dd8b-e01daed1f187,
,0,2020-06-20 22:27:53.837,35.92914,,NW. 320,Partly Cloudy,0,1,TWC,2020-06-20 22:27:53.838,2020-06-20 22:27:53.838,1,-83.973885,27.0,61,UTC-0400,cfxbbbfj2r,15147de4-2b96-4457-8154-be51ed7e8399,com.sec.android.app.shealth,km/h,0,3.0,2,c17d6684-498c-4469-86ee-f6e9be9caccc,
0.0,,2018-10-06 00:17:01.899,35.96125,,,Clear,,1,TWC,2018-10-06 00:32:03.416,2018-10-06 00:32:03.416,0,-83.917404,26.0,79,UTC+0000,PEzvKidhug,efb28d84-b4e4-4ce1-7af6-530193e72b93,com.sec.android.app.shealth,,,,18,6b27a88a-33e5-9054-9e3c-f988ae9214ab,
0.0,,2018-12-08 01:36:38.012,35.924168,,,Cloudy,,1,TWC,2018-12-08 01:53:23.456,2018-12-08 01:53:23.456,0,-84.03671,4.0,76,UTC+0000,PEzvKidhug,6de905cb-be6a-ce0b-a059-423e0499fa01,com.sec.android.app.shealth,,,,3,9b6a90a9-3eb9-1eba-b367-3eb6931fa9f3,
0.0,,2015-12-04 19:52:35.874,35.961796,,NE,Sunny,,1,AccuWeather,2015-12-04 20:55:04.955,2015-12-04 20:55:04.955,0,-83.92411,0.0,85,UTC+0000,ROm+XQMkto,03293686-57bc-dad1-bb5f-82ac89acd01f,com.sec.android.app.shealth,km/h,,7.0,1,7311d966-846e-4660-74a7-1f35714e321f,
2.0,,2021-07-12 22:06:06.820,35.93878,,,Mostly Cloudy,,1,TWC,2021-07-12 22:44:19.350,2021-07-12 22:44:14.373,0,-83.95805,28.0,61,UTC-0400,C2yRtg360R,bf64d5bb-25b4-0f87-36f2-969777c9d8a1,com.sec.android.app.shealth,,,,2,8efcd0d6-c8b9-1948-fb62-8e8496d54af1,
1.0,,2021-07-12 23:01:03.760,35.929333,,,Partly Cloudy,,1,TWC,2021-07-12 23:15:39.811,2021-07-12 23:15:39.104,0,-83.97206,28.0,65,UTC-0400,C2yRtg360R,310a0f4d-f0a2-8222-d3fc-d446ae580129,com.sec.android.app.shealth,,,,2,1d6f18f6-80ad-10e8-9d78-54798159f1b4,
6.0,,2018-05-27 17:00:03.648,35.958313,,,Mostly Cloudy,,1,TWC,2018-05-27 17:18:01.328,2018-05-27 17:18:01.328,0,-83.91455,27.0,66,UTC+0000,PEzvKidhug,cf6366bf-0cfd-87c0-c3d2-5bdd539fd812,com.sec.android.app.shealth,,,,3,d3e573f5-ec30-52a2-4517-305898310d3f,
1.0,,2021-07-15 23:06:52.460,35.926247,,,Sunny,,1,TWC,2021-07-15 23:19:41.920,2021-07-15 23:19:41.076,0,-84.03779,30.0,47,UTC-0400,C2yRtg360R,348642d2-de44-2205-bda0-6ff21db7dbca,com.sec.android.app.shealth,,,,1,5d3786a9-c8e9-2b7d-d92f-ab11c11e00e8,
1.0,,2018-11-19 20:04:31.001,35.963043,,,Mostly Cloudy,,1,TWC,2018-11-19 20:30:03.450,2018-11-19 20:30:03.450,0,-83.920906,18.0,53,UTC+0000,PEzvKidhug,d7e26694-59cb-ea47-adac-6d8129dc650f,com.sec.android.app.shealth,,,,3,2ea7976e-f100-a832-41f2-b499097492c9,
0.0,,2016-07-06 22:42:38.652,35.961853,,SSW,Thunderstorm,,1,AccuWeather,2016-07-06 22:45:07.571,2016-07-06 22:45:07.571,0,-83.92446,27.8,57,UTC+0000,ROm+XQMkto,8d8bfe42-3cf1-2e60-2cd1-f60d9fcfe091,com.sec.android.app.shealth,km/h,,7.0,9,e6d741ae-cd13-22f3-6c6c-da11482b0d31,
0.0,,2016-10-10 00:19:19.276,35.95779,,NNE,Clear,,1,AccuWeather,2016-10-10 00:51:04.880,2016-10-10 00:51:04.880,0,-83.934044,18.3,38,UTC+0000,ROm+XQMkto,8723423b-1f65-c902-44a9-aca04d1257c9,com.sec.android.app.shealth,km/h,,7.0,18,9c6a1d5a-b1c6-2df0-8498-2c3c7147aee5,
0.0,,2018-06-04 23:25:29.097,33.792175,,,Sunny,,1,TWC,2018-06-04 23:37:27.416,2018-06-04 23:37:27.416,0,-84.39553,27.0,36,UTC+0000,PEzvKidhug,6dc430d2-8654-a2ec-e3ed-b9a126819325,com.sec.android.app.shealth,,,,1,14ae1f95-a4b8-10ac-7424-a7006b4a2a7a,
,0,2020-04-06 20:14:10.628,35.93915,,WNW. 290,Partly Cloudy,0,1,TWC,2020-04-06 20:14:10.631,2020-04-06 20:14:10.631,1,-83.958244,26.0,34,UTC-0400,cfxbbbfj2r,a14ba40f-4e37-4f0e-906f-d0a3f70340db,com.sec.android.app.shealth,km/h,0,11.0,2,0793339c-e857-4137-b249-e6033ca823c9,
,0,2020-05-09 19:58:07.670,35.93986,,NW. 310,Sunny,0,1,TWC,2020-05-09 19:58:07.686,2020-05-09 19:58:07.686,1,-83.95825,16.0,26,UTC-0400,cfxbbbfj2r,a65ad72a-ed30-4f37-8e5a-1968c1fbc6c1,com.sec.android.app.shealth,km/h,0,6.0,1,d8870034-c14b-4480-849c-40b70fa07443,
3.0,,2016-09-10 19:48:59.372,36.10231,,SSW,Partly sunny,,1,AccuWeather,2016-09-10 20:00:27.675,2016-09-10 20:00:27.675,0,-84.14006,31.8,43,UTC+0000,ROm+XQMkto,15bd987e-1455-0ffe-e535-cdafe330aa5e,com.sec.android.app.shealth,km/h,,7.0,2,9fd205f9-3ab5-63d1-f4f7-e012fb47b4cd,
,,2022-08-27 20:56:53.672,35.92817,,20.NNE,Fair,,1,TWC,2022-08-27 21:17:44.419,2022-08-27 21:17:44.419,1,-83.95981,33.0,43,UTC-0400,fOrMnGyNlI,823f15e9-7c0b-4ec5-b6f2-2a5f1ca09d6c,com.sec.android.app.shealth,km/h,,5.0,1,c99ebe75-12f1-419d-b066-d1e071201c07,
0.0,,2020-09-26 01:17:29.472,35.933193,,,Cloudy,,1,TWC,2020-09-26 01:59:18.127,2020-09-26 01:59:18.127,0,-83.965256,18.0,99,UTC-0400,PEzvKidhug,3871bd93-3157-4703-5da5-777f1baeca6a,com.sec.android.app.shealth,,,,3,3f3b5a49-5da2-cfb9-47db-33524722a717,
,,2022-09-01 19:03:28.670,35.933285,,320.NW,Sunny,,1,TWC,2022-09-01 19:37:16.206,2022-09-01 19:37:16.206,1,-83.96983,32.0,39,UTC-0400,fOrMnGyNlI,c537547d-34fe-4350-b63e-06daea87c741,com.sec.android.app.shealth,km/h,,2.0,1,695c0bf7-b26c-40fd-bce4-9cbb2f55842a,
,0,2020-04-20 19:14:54.052,35.939774,,SW. 230,Fair,0,1,TWC,2020-04-20 19:14:54.053,2020-04-20 19:14:54.053,1,-83.9583,21.0,38,UTC-0400,cfxbbbfj2r,dd5fef3c-ac15-464f-b27e-409e75a168fe,com.sec.android.app.shealth,km/h,0,8.0,1,0432127c-ffec-4dda-9c6e-db6ae4f71860,
0.0,,2018-09-08 23:40:39.138,35.956367,,,Partly Cloudy,,1,TWC,2018-09-08 23:52:45.287,2018-09-08 23:52:45.287,0,-83.93748,26.0,76,UTC+0000,PEzvKidhug,8aff5919-6514-0e45-e86b-8bb97e534c26,com.sec.android.app.shealth,,,,2,a6d76e2e-1ca8-a032-d04f-7e7264a8add9,
0.0,,2018-06-01 23:15:36.138,35.94458,,,Partly Cloudy,,1,TWC,2018-06-01 23:40:34.326,2018-06-01 23:40:34.326,0,-83.919586,26.0,69,UTC+0000,PEzvKidhug,c87d7226-fbac-90ad-b6a1-c22a6b3bd10c,com.sec.android.app.shealth,,,,2,431eb122-1879-b70b-e10d-e666a399577a,
0.0,,2016-07-01 01:21:59.848,35.95801,,WNW,Partly cloudy,,1,AccuWeather,2016-07-01 01:49:28.737,2016-07-01 01:49:28.737,0,-83.93379,28.9,35,UTC+0000,ROm+XQMkto,62e25b92-c53d-11ca-029b-1418a6b3db82,com.sec.android.app.shealth,km/h,,7.0,19,a3bfe279-6c90-fe05-f642-9dcca0dcf365,
1.0,,2018-04-02 22:05:58.793,35.95584,,,Cloudy,,1,TWC,2018-04-02 22:17:58.257,2018-04-02 22:17:58.257,0,-83.938484,22.0,52,UTC+0000,PEzvKidhug,f08f697e-48af-0432-27ee-e5ad83de8071,com.sec.android.app.shealth,,,,3,e40a0d00-b4f6-0289-4b94-7a5b081ace0d,
,0,2020-06-09 19:43:35.725,35.92915,,SW. 220,Mostly Cloudy,0,1,TWC,2020-06-09 19:43:35.757,2020-06-09 19:43:35.757,1,-83.973885,31.0,54,UTC-0400,cfxbbbfj2r,37918bc9-75c4-4dde-835b-2f454c6f3642,com.sec.android.app.shealth,km/h,0,21.0,3,29c2e2b2-7f6e-46df-a094-6678d218f589,
0.0,,2017-02-21 00:11:04.807,35.95082,,N,Some clouds,,1,AccuWeather,2017-02-21 00:29:17.448,2017-02-21 00:29:17.448,0,-83.93901,17.1,57,UTC+0000,PEzvKidhug,6efb22b1-62d0-bec9-ba52-a5e054093536,com.sec.android.app.shealth,km/h,,7.0,19,3b15f82b-4986-085f-2ca5-9bac439afa21,
7.0,,2021-04-11 18:25:58.120,35.934822,,,Sunny,,1,TWC,2021-04-11 18:41:01.665,2021-04-11 18:40:59.611,0,-83.95986,21.0,35,UTC-0400,C2yRtg360R,ffaf6295-9a27-564e-0020-edc8fbdf9b7b,com.sec.android.app.shealth,,,,1,ff3c0ff6-29e2-685f-fc51-6604479de112,
4.0,,2018-04-22 21:50:32.753,40.01745,,,Sunny,,1,TWC,2018-04-22 22:07:48.442,2018-04-22 22:07:48.442,0,-105.27724,17.0,35,UTC+0000,PEzvKidhug,6e75f8da-e74f-6eb5-36ee-a2477e74b86e,com.sec.android.app.shealth,,,,1,3da6fdbf-163e-aa55-ba84-682b30bcf914,
10.0,,2021-06-24 18:11:38.710,35.938843,,,Fair,,1,TWC,2021-06-24 18:49:52.571,2021-06-24 18:49:47.453,0,-83.958145,28.777779,45,UTC-0400,C2yRtg360R,49e044d5-12dc-5d8a-9c5b-fa29ec13108c,com.sec.android.app.shealth,,,,1,a70d7cea-fd42-9e94-d3e6-e98ba59f54a4,
0.0,,2016-03-27 22:00:40.792,35.94537,,N,Cloudy,,1,AccuWeather,2016-03-27 23:00:45.351,2016-03-27 23:00:45.351,0,-83.9498,20.0,68,UTC+0000,ROm+XQMkto,3c455985-1674-5b0f-baf0-a274886814a3,com.sec.android.app.shealth,km/h,,7.0,3,c70fb945-f313-dc4d-d3d6-53ad70d06f00,
1.0,,2018-04-21 19:27:59.432,39.7451,,,Rain Shower,,1,TWC,2018-04-21 19:40:11.400,2018-04-21 19:40:11.400,0,-104.990715,3.0,83,UTC+0000,PEzvKidhug,c6739456-0d68-f394-2476-eb48a850dfdb,com.sec.android.app.shealth,,,,5,ce22ed9e-803a-1941-10b7-eb7b3bc75cd6,
,,2022-09-16 22:06:48.093,35.93091,,50.NE,Sunny,,1,TWC,2022-09-16 22:26:50.320,2022-09-16 22:26:50.320,1,-83.95803,28.0,48,UTC-0400,fOrMnGyNlI,3aa1f42e-50be-434f-8c4e-eee9797a9f65,com.sec.android.app.shealth,km/h,,3.0,1,79cfbb35-14af-4988-b825-dc864b769fe7,
,0,2020-04-16 20:16:44.198,35.929447,,WNW. 290,Sunny,0,1,TWC,2020-04-16 20:16:44.199,2020-04-16 20:16:44.199,1,-83.973854,17.0,25,UTC-0400,cfxbbbfj2r,74588783-bd6e-48ee-9abb-247cb308c851,com.sec.android.app.shealth,km/h,0,8.0,1,f698d9e8-339a-4caa-a08d-91464140c06d,
,0,2020-04-14 18:54:30.695,35.938587,,NW. 320,Partly Cloudy,0,1,TWC,2020-04-14 18:54:30.697,2020-04-14 18:54:30.697,1,-83.95804,15.0,43,UTC-0400,cfxbbbfj2r,0b03a0f3-9416-4eb4-a839-5f8bb0604c93,com.sec.android.app.shealth,km/h,0,10.0,2,e2f584d9-2758-4464-a11c-595632c675a4,
0.0,,2020-06-02 01:51:21.122,35.938126,,,Clear,,1,TWC,2020-06-02 02:07:31.559,2020-06-02 02:07:31.559,0,-83.95731,19.0,65,UTC-0400,PEzvKidhug,d8932915-94b7-5ffa-9971-fe39af55d782,com.sec.android.app.shealth,,,,18,dcc53e7c-9c6d-d15d-5a44-21311c8e6d90,
9.0,,2021-07-14 19:00:46.710,35.92933,,,Partly Cloudy,,1,TWC,2021-07-14 19:21:16.481,2021-07-14 19:21:14.123,0,-83.97204,31.0,54,UTC-0400,C2yRtg360R,dc0f0648-78b1-c875-66c0-d8ad6b54a131,com.sec.android.app.shealth,,,,2,2aa207db-fc84-6785-956b-c1fce72ccc82,
,0,2020-04-28 18:55:17.732,35.939445,,SSW. 210,Sunny,0,1,TWC,2020-04-28 18:55:17.732,2020-04-28 18:55:17.732,1,-83.95844,23.0,39,UTC-0400,cfxbbbfj2r,f2d05c70-beac-4df7-b711-e56ac3d889d4,com.sec.android.app.shealth,km/h,0,10.0,1,d999858a-2f35-4287-ac22-b2ad66bffa6e,
4.0,,2021-04-19 19:24:58.160,35.938744,,,Cloudy,,1,TWC,2021-04-19 20:12:03.361,2021-04-19 20:11:56.693,0,-83.95813,19.0,39,UTC-0400,C2yRtg360R,0a2a8d53-3839-11da-d5c8-a1f6e7a56b1c,com.sec.android.app.shealth,,,,3,845a8b28-b5b2-886c-3799-fed4ef2e7e2b,
1.0,,2021-03-20 18:34:47.914,35.93697,,,Sunny,,1,TWC,2021-03-20 18:47:03.695,2021-03-20 18:47:03.695,0,-83.95704,6.055556,67,UTC-0400,C2yRtg360R,7c1b3cc2-1383-7b65-be77-f907a616e4db,com.sec.android.app.shealth,,,,1,1292ea2b-6952-d87f-5f95-dfdce3f12d9d,
0.0,,2016-08-11 23:30:39.155,35.95398,,WSW,Cloudy,,1,AccuWeather,2016-08-12 00:34:54.078,2016-08-12 00:34:54.078,0,-83.94213,32.8,46,UTC+0000,ROm+XQMkto,3f8ad436-df40-457b-4d38-1fdfb0f48c77,com.sec.android.app.shealth,km/h,,7.0,3,3bc975d4-ffd0-dfe0-8e6b-5dd502c69458,
1.0,,2017-10-15 18:56:43.626,35.945442,,WSW,Cloudy,,1,AccuWeather,2017-10-15 19:34:14.891,2017-10-15 19:34:14.891,0,-83.949875,25.0,76,UTC+0000,PEzvKidhug,07a9b3d8-4522-23fb-82ef-ee6cd92e0501,com.sec.android.app.shealth,km/h,,7.0,3,ab888b63-74be-752a-5b04-2b52ae2231cc,
2.0,,2016-02-29 20:27:01.274,35.95657,,SSW,Sunny,,1,AccuWeather,2016-02-29 20:43:07.157,2016-02-29 20:43:07.157,0,-83.921165,17.8,29,UTC+0000,ROm+XQMkto,d8b406cd-89c8-8470-87e3-84a4dec37702,com.sec.android.app.shealth,km/h,,7.0,1,f3068f69-495a-8f8b-9d3b-6f7c1450624e,
5.0,,2018-04-03 16:38:02.875,35.957047,,,Rain Shower,,1,TWC,2018-04-03 16:50:01.460,2018-04-03 16:50:01.460,0,-83.93688,19.0,68,UTC+0000,PEzvKidhug,415419d5-4f7c-36ae-09de-9cc7f0335b1f,com.sec.android.app.shealth,,,,5,6ffe7e23-9091-8dd1-10df-b04e2f43c78c,
0.0,,2018-08-27 01:43:30.850,35.953663,,,Clear,,1,TWC,2018-08-27 02:04:13.486,2018-08-27 02:04:13.486,0,-83.9397,24.0,84,UTC+0000,PEzvKidhug,acac444c-388f-0e99-cb14-1c25d7d9a641,com.sec.android.app.shealth,,,,18,5d477158-af59-b3e4-8ee7-4feb9e9fd5cf,
6.0,,2021-09-15 19:34:05.420,35.937977,,,Partly Cloudy,,1,TWC,2021-09-15 20:15:06.411,2021-09-15 20:15:06.284,0,-83.95784,27.666668,63,UTC-0400,C2yRtg360R,403d8739-5fab-54c1-e33d-984c8fa01aa1,com.sec.android.app.shealth,,,,2,9ccdca23-b1e5-fe59-c999-55773126dfd7,
0.0,,2016-04-22 22:06:45.290,35.944984,,N,Light rain,,1,AccuWeather,2016-04-22 22:54:13.321,2016-04-22 22:54:13.321,0,-83.95019,17.8,80,UTC+0000,ROm+XQMkto,766dc81e-ef34-1cfd-a76c-811774f56f19,com.sec.android.app.shealth,km/h,,7.0,6,79d06b3e-1aa6-3550-db97-e966f8e28abb,
0.0,,2021-05-29 02:24:12.120,35.96442,,,Cloudy,,1,TWC,2021-05-29 02:38:03.882,2021-05-29 02:38:02.829,0,-83.91926,20.0,99,UTC-0400,C2yRtg360R,89e5c03c-f18d-003e-d60a-53c768ff5968,com.sec.android.app.shealth,,,,3,07e29a5e-c6c7-47fb-9ac3-c729f09c504a,
1.0,,2020-10-10 20:53:00.408,35.936405,,,Cloudy,,1,TWC,2020-10-10 21:27:16.382,2020-10-10 21:27:16.382,0,-83.95692,20.0,90,UTC-0400,PEzvKidhug,dcbc8fc4-c916-f2ee-a088-c1dfa7f3be80,com.sec.android.app.shealth,,,,3,1d9a1486-2d04-b126-bb45-992d22121c9f,
0.0,,2018-06-05 23:28:36.911,33.773205,,,Sunny,,1,TWC,2018-06-05 23:51:44.421,2018-06-05 23:51:44.421,0,-84.365685,26.0,46,UTC+0000,PEzvKidhug,f5b1e43e-623a-5e02-08c1-4e0f029dd141,com.sec.android.app.shealth,,,,1,c0623f0a-5860-7b11-7310-a084e6ac4723,
8.0,,2021-04-11 18:02:36.760,35.93931,,,Sunny,,1,TWC,2021-04-11 18:15:47.382,2021-04-11 18:15:46.922,0,-83.95843,20.0,37,UTC-0400,C2yRtg360R,d244c5e5-6e17-f1ff-abc7-0d58453ce7e3,com.sec.android.app.shealth,,,,1,8b6bebf1-305f-26cd-7be5-48140f292b88,
0.0,,2021-03-21 22:55:44.431,35.933964,,,Cloudy,,1,TWC,2021-03-21 23:23:36.572,2021-03-21 23:23:36.572,0,-83.96249,18.0,40,UTC-0400,C2yRtg360R,9d896b6c-4762-3ec4-3d05-3882b412a7f2,com.sec.android.app.shealth,,,,3,806a5481-40e4-c177-c133-df168d6c7c0d,
0.0,,2018-01-17 01:47:17.656,35.96055,,,Cloudy,,1,TWC,2018-01-17 02:05:57.270,2018-01-17 02:05:57.270,0,-83.92698,-7.0,77,UTC+0000,PEzvKidhug,dbca0030-5fd1-9957-424e-47eda07c656f,com.sec.android.app.shealth,,,,3,70bdc161-51ba-1221-2817-87a70660c13e,
,0,2020-04-16 19:36:17.284,35.933784,,N. 0,Sunny,0,1,TWC,2020-04-16 19:36:17.285,2020-04-16 19:36:17.285,1,-83.95694,17.0,27,UTC-0400,cfxbbbfj2r,f9c6dbdb-6d74-48d9-a1b2-b0063e1a7ebb,com.sec.android.app.shealth,km/h,0,6.0,1,78332458-3272-4ea4-8b7a-982eef0e8329,
6.0,,2018-04-22 17:28:28.432,40.01989,,,Sunny,,1,TWC,2018-04-22 17:42:26.297,2018-04-22 17:42:26.297,0,-105.27097,13.0,55,UTC+0000,PEzvKidhug,8c134c36-b04b-68da-0ac8-263d24e1f2cd,com.sec.android.app.shealth,,,,1,25f26c29-e7f9-66c7-34d7-630facc44ef6,
0.0,,2021-05-15 01:42:42.860,35.96575,,,Clear,,1,TWC,2021-05-15 02:06:31.190,2021-05-15 02:06:30.554,0,-83.91989,14.0,57,UTC-0400,C2yRtg360R,351d72c8-62e1-b50f-726d-8fb2601178b4,com.sec.android.app.shealth,,,,18,2c166cf1-d2b1-214a-2a6d-14131c279c6f,
,0,2020-06-23 19:19:03.609,35.92926,,WSW. 240,Partly Cloudy,0,1,TWC,2020-06-23 19:19:03.612,2020-06-23 19:19:03.612,1,-83.973946,26.0,75,UTC-0400,cfxbbbfj2r,e7f100a1-c644-45d2-8f21-f98e798b03f9,com.sec.android.app.shealth,km/h,0,11.0,2,872aec0a-a1c8-48e2-bd17-bf0751f4096f,
2.0,,2017-10-30 20:13:39.030,35.964382,,WSW,Sunny,,1,AccuWeather,2017-10-30 20:34:18.083,2017-10-30 20:34:18.083,0,-83.92617,15.0,35,UTC+0000,PEzvKidhug,11794fc6-4a83-ded6-e323-7f9184ef00bf,com.sec.android.app.shealth,km/h,,7.0,1,732006c3-6789-d9e3-55ad-727d300afc71,
0.0,,2018-08-14 00:08:49.684,35.95687,,,Sunny,,1,TWC,2018-08-14 00:35:10.307,2018-08-14 00:35:10.307,0,-83.93711,26.0,65,UTC+0000,PEzvKidhug,dd0da1b2-6240-11bf-ae1c-b07ec08727d5,com.sec.android.app.shealth,,,,1,aafabce7-77c1-315d-05b4-5c25360b3722,
,0,2020-05-02 19:39:28.841,35.92915,,SW. 230,Sunny,0,1,TWC,2020-05-02 19:39:28.883,2020-05-02 19:39:28.883,1,-83.973854,27.0,33,UTC-0400,cfxbbbfj2r,6a36ae0e-4328-4fce-9e4a-e57dbc840e22,com.sec.android.app.shealth,km/h,0,18.0,1,b1bd92bd-5a3e-44fd-a4ce-88a36b8a7b82,
6.0,,2018-09-23 18:50:18.988,35.04131,,,Partly Cloudy,,1,TWC,2018-09-23 19:05:31.347,2018-09-23 19:05:31.347,0,-85.30835,29.0,54,UTC+0000,PEzvKidhug,eca5180a-9a67-f05a-2b57-a6ec8a43a6ae,com.sec.android.app.shealth,,,,2,3187b80d-1b0b-8276-273d-10f8a9f38a2e,
