com.samsung.health.food_info,6261011,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
168.02875,11.313437,2.064375,,30.0,MyFitnessPal Breakfast,,100001-Sun May 20 00:00:00 EDT 2018,0,481.23975,15.315138,24.1105,2018-05-22 23:15:57.957,2018-05-22 23:15:57.957,0.65625,33.594875,3.6571875,14.065337,MyFitnessPal Breakfast,10.020838,,45.87575,633.16003,,,9wVta8KBzt,,7.9845624,0.0,com.myfitnesspal.android,32.8155,,5fb30425-d030-4603-a522-a8762cd2defe,,
140.445,101.292496,148.16501,,0.0,MyFitnessPal Breakfast,,100001-Sun May 27 00:00:00 EDT 2018,0,937.73096,6.9416,15.0348,2018-05-30 00:42:47.548,2018-05-30 00:42:47.548,1.2503,8.2519,0.2707,18.435001,MyFitnessPal Breakfast,13.2807,,15.70127,586.5596,,,9wVta8KBzt,,2.7701,0.0,com.myfitnesspal.android,48.3124,,bce904ae-1dd6-4a9f-8da7-d2756ffe2e42,,
301.0,0.0,2.0,0.0,68.0,"110 kcal, Per 100g",,default-fatsecret-4881229,118,77.0,0.0,1.46,2021-08-25 22:15:02.945,2021-08-25 22:15:02.945,0.354,27.25,0.33,5.0,Skinless Chicken Breast,0.0,0.0,1.0,130.0,"breast, bone and skin removed",,yEjG51P5jF,g,0.389,0.024,com.sec.android.app.shealth,0.0,0.9076923,9369c328-88aa-4f92-8081-76a603915cb8,1,
0.0,0.0,0.0,,0.0,MyFitnessPal Snacks,,100005-Sun Jul 08 00:00:00 EDT 2018,0,65.0,0.0,5.0,2018-07-10 21:20:44.074,2018-07-10 21:20:44.074,0.0,2.0,0.0,0.0,MyFitnessPal Snacks,8.0,,0.0,495.0,,,9wVta8KBzt,,1.5,0.0,com.myfitnesspal.android,14.0,,b8bdc06a-3679-440a-be4b-33a0070eef30,,
0.0,0.0,0.0,,0.0,MyFitnessPal Dinner,,100003-Wed May 16 00:00:00 EDT 2018,0,0.0,0.0,0.1,2018-05-18 23:41:53.754,2018-05-18 23:41:53.754,0.0,0.82,0.0,0.0,MyFitnessPal Dinner,0.0,,0.0,396.0,,,9wVta8KBzt,,0.0,0.0,com.myfitnesspal.android,8.5,,cab92897-f500-4f6a-b0c7-37ef0480d9f7,,
310.0,33.0,25.0,,65.0,MyFitnessPal Snacks,,100005-Mon May 14 00:00:00 EDT 2018,0,610.0,22.0,21.0,2018-05-16 22:14:17.092,2018-05-16 22:14:17.092,0.0,58.0,0.0,33.0,MyFitnessPal Snacks,13.0,,90.0,520.0,,,9wVta8KBzt,,5.0,0.0,com.myfitnesspal.android,37.0,,80e65a36-58e1-4081-bd8f-85930caa0882,,
0.0,8.0,0.0,,40.0,MyFitnessPal Breakfast,,100001-Thu Aug 16 00:00:00 EDT 2018,0,341.0,31.0,30.0,2018-08-19 02:18:44.015,2018-08-19 02:18:44.015,0.0,30.0,0.0,10.0,MyFitnessPal Breakfast,13.0,,44.0,500.0,,,9wVta8KBzt,,9.0,0.0,com.myfitnesspal.android,45.0,,f1dfce53-1e31-4bf6-b33c-079f4c7cfa18,,
0.0,9.0,0.0,,90.0,MyFitnessPal Snacks,,100005-Sun Aug 12 00:00:00 EDT 2018,0,630.0,0.0,22.5,2018-08-15 03:59:16.888,2018-08-15 03:59:16.888,0.0,22.5,0.0,0.0,MyFitnessPal Snacks,0.0,,67.5,315.0,,,9wVta8KBzt,,13.5,0.0,com.myfitnesspal.android,4.5,,89efa557-8fd2-458a-950c-edc8fd0fa860,,
0.0,8.0,0.0,,40.0,MyFitnessPal Dinner,,100003-Thu Jun 14 00:00:00 EDT 2018,0,570.0,24.0,20.5,2018-06-17 00:58:11.478,2018-06-17 00:58:11.478,1.5,38.0,0.5,8.0,MyFitnessPal Dinner,14.0,,40.0,450.0,,,9wVta8KBzt,,4.0,0.0,com.myfitnesspal.android,42.0,,b8ee1aad-9673-4dcf-90cb-0388f51d6528,,
27.0,0.0,0.0,,42.0,MyFitnessPal Snacks,,100005-Tue Jul 10 00:00:00 EDT 2018,0,490.0,13.0,13.0,2018-07-13 02:40:39.035,2018-07-13 02:40:39.035,0.0,9.1,0.0,0.0,MyFitnessPal Snacks,4.0,,30.0,1048.3333,,,9wVta8KBzt,,8.0,0.0,com.myfitnesspal.android,19.433334,,21affc89-3340-48b8-9b87-f53b5fa707cf,,
183.0,6.0,0.0,,25.0,MyFitnessPal Lunch,,100002-Fri Apr 27 00:00:00 EDT 2018,0,350.0,24.0,35.0,2018-04-30 01:08:12.407,2018-04-30 01:08:12.407,10.0,22.0,3.5,18.0,MyFitnessPal Lunch,14.0,,45.0,510.0,,,9wVta8KBzt,,12.5,0.0,com.myfitnesspal.android,46.0,,81342b1d-3fc1-4a4b-923a-250ef5c67ddc,,
0.0,30.0,4.0,,82.0,MyFitnessPal Dinner,,100003-Thu May 10 00:00:00 EDT 2018,0,1110.0,14.0,60.0,2018-05-13 00:55:27.643,2018-05-13 00:55:27.643,0.0,16.8,0.0,12.0,MyFitnessPal Dinner,12.0,,40.0,829.0,,,9wVta8KBzt,,26.0,1.0,com.myfitnesspal.android,44.0,,91ad9eee-f5a9-4ce5-a409-75b09135104e,,
0.0,0.0,0.0,,0.0,MyFitnessPal Dinner,,100003-Sun Jun 17 00:00:00 EDT 2018,0,300.0,18.0,29.5,2018-06-20 01:43:08.539,2018-06-20 01:43:08.539,1.5,19.0,0.5,5.0,MyFitnessPal Dinner,2.0,,5.0,750.0,,,9wVta8KBzt,,5.0,0.0,com.myfitnesspal.android,50.0,,ee6e43cc-c505-45bb-91d7-f23849ae440f,,
0.0,248.0,28.0,,65.0,MyFitnessPal Lunch,,100002-Sun Aug 12 00:00:00 EDT 2018,0,965.0,8.0,41.0,2018-08-15 03:59:16.831,2018-08-15 03:59:16.831,0.0,24.0,0.0,20.0,MyFitnessPal Lunch,7.0,,50.0,575.0,,,9wVta8KBzt,,15.0,0.0,com.myfitnesspal.android,17.0,,f15ffc32-38d2-489d-ad5a-b55757881899,,
0.0,2.0,0.0,,10.0,MyFitnessPal Dinner,,100003-Wed Aug 01 00:00:00 EDT 2018,0,245.0,25.0,9.5,2018-08-03 17:27:40.667,2018-08-03 17:27:40.667,0.0,8.0,0.0,6.0,MyFitnessPal Dinner,6.0,,21.0,180.0,,,9wVta8KBzt,,5.5,0.0,com.myfitnesspal.android,34.0,,ae551082-ff97-47c0-acab-87d88eb94053,,
340.0,25.0,25.0,,17.0,MyFitnessPal Snacks,,100005-Mon May 07 00:00:00 EDT 2018,0,310.0,13.0,9.0,2018-05-10 02:51:50.068,2018-05-10 02:51:50.068,0.0,32.0,0.0,25.0,MyFitnessPal Snacks,1.0,,60.0,230.0,,,9wVta8KBzt,,5.0,0.0,com.myfitnesspal.android,18.0,,f4e2e418-dfba-4356-85d5-02a5874f120a,,
0.0,2.0,0.0,,10.0,MyFitnessPal Snacks,,100005-Thu Jul 26 00:00:00 EDT 2018,0,460.0,27.0,33.5,2018-07-29 00:21:45.185,2018-07-29 00:21:45.185,0.0,28.0,0.0,10.0,MyFitnessPal Snacks,11.0,,26.0,655.0,,,9wVta8KBzt,,6.0,0.0,com.myfitnesspal.android,72.0,,f25b3224-bbfa-4173-8f95-615945d9905a,,
0.0,0.0,0.0,,0.0,MyFitnessPal Snacks,,100005-Tue Jul 17 00:00:00 EDT 2018,0,150.0,20.0,7.0,2018-07-20 03:36:36.081,2018-07-20 03:36:36.081,0.0,2.0,0.0,6.0,MyFitnessPal Snacks,1.0,,6.0,100.0,,,9wVta8KBzt,,4.0,0.0,com.myfitnesspal.android,21.0,,a9ea265c-7530-4fd3-a179-7a276e3c4179,,
0.0,8.0,0.0,,40.0,MyFitnessPal Breakfast,,100001-Mon Jul 23 00:00:00 EDT 2018,0,340.0,20.0,18.0,2018-07-26 03:11:10.245,2018-07-26 03:11:10.245,0.0,28.0,0.0,8.0,MyFitnessPal Breakfast,12.0,,40.0,360.0,,,9wVta8KBzt,,4.0,0.0,com.myfitnesspal.android,32.0,,66d2d421-0de0-497a-b75c-daab1b889f2f,,
0.0,0.0,0.0,,0.0,MyFitnessPal Lunch,,100002-Wed Jul 18 00:00:00 EDT 2018,0,353.0,1.0,2.0,2018-07-21 00:14:35.448,2018-07-21 00:14:35.448,0.0,10.0,0.0,6.0,MyFitnessPal Lunch,4.0,,2.0,74.0,,,9wVta8KBzt,,1.0,0.0,com.myfitnesspal.android,8.0,,978f9dd7-a59f-44b6-bd42-20895154ac1e,,
90.86188,4.0207124,8.825369,,15.0,MyFitnessPal Dinner,,100003-Sun May 06 00:00:00 EDT 2018,0,285.0092,3.567494,46.502064,2018-05-09 01:57:31.123,2018-05-09 01:57:31.123,4.5004125,11.001175,1.7503188,5.0130873,MyFitnessPal Dinner,0.5,,3.073725,650.23376,,,9wVta8KBzt,,6.501006,0.0,com.myfitnesspal.android,51.56983,,ef9b2836-e3f8-4987-b9e0-ab5c57121788,,
320.0,32.0,0.0,,40.0,MyFitnessPal Dinner,,100003-Fri Jul 13 00:00:00 EDT 2018,0,650.0,32.0,13.0,2018-07-16 01:57:07.918,2018-07-16 01:57:07.918,0.0,26.0,0.0,6.0,MyFitnessPal Dinner,13.0,,66.0,340.0,,,9wVta8KBzt,,8.0,0.0,com.myfitnesspal.android,49.0,,e4b7af28-0db8-4135-ac36-ac2e4b096949,,
708.0,10.0,24.0,,30.0,MyFitnessPal Breakfast,,100001-Fri May 11 00:00:00 EDT 2018,0,420.0,14.0,32.5,2018-05-14 00:25:26.702,2018-05-14 00:25:26.702,15.5,19.9,3.2,4.0,MyFitnessPal Breakfast,3.0,,21.0,317.0,,,9wVta8KBzt,,8.1,0.0,com.myfitnesspal.android,23.0,,bae5b8b5-44af-49ec-807f-945b77949a29,,
758.0,12.0,24.0,,35.0,MyFitnessPal Breakfast,,100001-Tue May 08 00:00:00 EDT 2018,0,420.0,12.0,34.0,2018-05-11 00:10:49.898,2018-05-11 00:10:49.898,14.0,30.9,2.7,6.0,MyFitnessPal Breakfast,1.0,,41.0,357.0,,,9wVta8KBzt,,8.1,0.0,com.myfitnesspal.android,17.0,,447e6b90-967a-41da-a49b-67f7fbf7f858,,
0.0,0.0,0.0,,14.0,MyFitnessPal Breakfast,,100001-Sun Apr 22 00:00:00 EDT 2018,0,740.0,10.0,16.6,2018-04-25 03:51:09.660,2018-04-25 03:51:09.660,5.2,22.0,2.7,0.0,MyFitnessPal Breakfast,6.0,,0.0,595.33325,,,9wVta8KBzt,,4.5,0.0,com.myfitnesspal.android,42.25,,84652297-8ee4-48b7-9864-e080588e3b11,,
0.0,0.0,0.0,,0.0,MyFitnessPal Dinner,,100003-Thu Aug 16 00:00:00 EDT 2018,0,0.0,0.0,25.0,2018-08-19 02:18:44.142,2018-08-19 02:18:44.142,0.0,7.0,0.0,0.0,MyFitnessPal Dinner,0.0,,0.0,829.9999,,,9wVta8KBzt,,0.0,0.0,com.myfitnesspal.android,35.0,,4536bff2-ed58-447c-81b4-b246fed792d1,,
0.0,0.0,0.0,,0.0,MyFitnessPal Breakfast,,100001-Thu Jul 12 00:00:00 EDT 2018,0,1355.0,35.0,16.94679,2018-07-15 02:04:07.421,2018-07-15 02:04:07.421,0.676279,9.0,0.101441845,6.0,MyFitnessPal Breakfast,1.0,,12.0,416.15347,,,9wVta8KBzt,,6.385256,0.0,com.myfitnesspal.android,76.0,,5d5a1d57-2889-4089-884f-77d2feca69e5,,
183.0,0.0,0.0,,0.0,MyFitnessPal Dinner,,100003-Thu May 03 00:00:00 EDT 2018,0,115.0,19.0,49.0,2018-05-05 23:15:54.139,2018-05-05 23:15:54.139,10.0,12.0,3.5,56.0,MyFitnessPal Dinner,4.0,,10.0,340.0,,,9wVta8KBzt,,21.0,0.0,com.myfitnesspal.android,30.0,,387905c3-90cf-4ab0-aa64-d6d920940fa4,,
0.0,8.0,0.0,,40.0,MyFitnessPal Snacks,,100005-Mon Jul 23 00:00:00 EDT 2018,0,380.0,20.0,10.0,2018-07-26 03:11:10.318,2018-07-26 03:11:10.318,0.0,24.0,0.0,0.0,MyFitnessPal Snacks,20.0,,60.0,320.0,,,9wVta8KBzt,,6.0,0.0,com.myfitnesspal.android,52.0,,0cdb9ea6-d672-4dc2-ad99-31e4a7b20ffb,,
0.0,248.0,28.0,,65.0,MyFitnessPal Snacks,,100005-Sat Jul 14 00:00:00 EDT 2018,0,1115.0,28.0,48.0,2018-07-17 01:39:24.128,2018-07-17 01:39:24.128,0.0,26.0,0.0,26.0,MyFitnessPal Snacks,8.0,,56.0,720.0,,,9wVta8KBzt,,19.0,0.0,com.myfitnesspal.android,38.0,,dd04b17d-3c65-4410-bb9d-3201f3511275,,
27.0,0.0,0.0,,40.0,MyFitnessPal Lunch,,100002-Fri Jun 22 00:00:00 EDT 2018,0,420.0,1.0,7.0,2018-06-25 00:59:11.880,2018-06-25 00:59:11.880,0.0,7.0,0.0,0.0,MyFitnessPal Lunch,4.0,,20.0,825.0,,,9wVta8KBzt,,4.0,0.0,com.myfitnesspal.android,5.0,,2ff40119-0d28-42f0-a310-61d184b98565,,
27.0,8.0,0.0,,80.0,MyFitnessPal Breakfast,,100001-Wed Jul 18 00:00:00 EDT 2018,0,490.0,20.0,25.0,2018-07-21 00:14:35.392,2018-07-21 00:14:35.392,0.0,34.0,0.0,8.0,MyFitnessPal Breakfast,12.0,,60.0,560.0,,,9wVta8KBzt,,8.0,0.0,com.myfitnesspal.android,32.0,,74ed5c3b-dbea-4e7f-b529-2a84fcdc1b4f,,
0.0,8.0,0.0,,40.0,MyFitnessPal Snacks,,100005-Sun Jun 17 00:00:00 EDT 2018,0,410.0,34.0,25.0,2018-06-20 01:43:08.484,2018-06-20 01:43:08.484,0.0,29.6,0.0,13.0,MyFitnessPal Snacks,12.0,,45.0,525.0,,,9wVta8KBzt,,9.0,0.0,com.myfitnesspal.android,50.6,,9dac55c8-ee14-4e94-b7c8-a4d7abe2dae1,,
0.0,0.0,0.0,,0.0,MyFitnessPal Breakfast,,100001-Sat Jun 30 00:00:00 EDT 2018,0,255.0,5.0,21.0,2018-07-03 00:52:05.507,2018-07-03 00:52:05.507,0.0,11.0,0.0,10.0,MyFitnessPal Breakfast,3.0,,2.0,290.0,,,9wVta8KBzt,,4.5,0.0,com.myfitnesspal.android,16.0,,74bdc0b2-8292-4461-b10f-52666adbf28a,,
0.0,4.0,90.0,,22.0,MyFitnessPal Dinner,,100003-Sat Jun 23 00:00:00 EDT 2018,0,855.0,21.0,37.5,2018-06-26 00:37:55.111,2018-06-26 00:37:55.111,0.0,31.0,0.0,36.0,MyFitnessPal Dinner,0.0,,45.0,520.0,,,9wVta8KBzt,,13.0,0.0,com.myfitnesspal.android,30.0,,a12be87f-0666-420a-8e0a-99d0ff08f531,,
0.0,6.0,0.0,,25.0,MyFitnessPal Lunch,,100002-Mon Jul 02 00:00:00 EDT 2018,0,370.0,0.0,31.5,2018-07-04 19:41:50.179,2018-07-04 19:41:50.179,0.0,13.8,0.0,25.0,MyFitnessPal Lunch,38.0,,10.0,795.0,,,9wVta8KBzt,,19.7,0.5,com.myfitnesspal.android,114.7,,dc0ff476-a8de-408e-98d6-de9ff533588d,,
405.674,4.70815,36.28367,,0.0,MyFitnessPal Dinner,,100003-Sun Aug 05 00:00:00 EDT 2018,0,1582.47,5.7768,12.5081,2018-08-08 00:26:23.199,2018-08-08 00:26:23.199,2.7365,30.2415,6.9925,39.4194,MyFitnessPal Dinner,9.2043,,99.5893,365.122,,,9wVta8KBzt,,1.7959,0.0,com.myfitnesspal.android,39.4086,,f9c855bd-de9d-44c5-881a-289c9a87ac8b,,
0.0,0.0,0.0,,0.0,MyFitnessPal Lunch,,100002-Mon Apr 30 00:00:00 EDT 2018,0,230.0,4.0,5.0,2018-05-03 01:16:25.589,2018-05-03 01:16:25.589,1.5,11.0,0.5,0.0,MyFitnessPal Lunch,2.0,,0.0,215.0,,,9wVta8KBzt,,0.0,0.0,com.myfitnesspal.android,13.0,,c0b87a92-2976-4294-9cca-66d3743a1fbd,,
0.0,10.0,2.0,,20.0,MyFitnessPal Lunch,,100002-Thu May 03 00:00:00 EDT 2018,0,285.0,31.0,40.5,2018-05-05 23:15:54.081,2018-05-05 23:15:54.081,2.0,12.0,0.5,20.0,MyFitnessPal Lunch,11.0,,30.0,510.0,,,9wVta8KBzt,,25.0,0.0,com.myfitnesspal.android,48.0,,ae1808d7-9eab-40f5-baad-3048100fee5d,,
0.0,30.0,4.0,,80.0,MyFitnessPal Breakfast,,100001-Sat May 19 00:00:00 EDT 2018,0,1040.0,4.0,56.0,2018-05-22 02:26:22.388,2018-05-22 02:26:22.388,0.0,14.0,0.0,12.0,MyFitnessPal Breakfast,12.0,,30.0,660.0,,,9wVta8KBzt,,22.0,1.0,com.myfitnesspal.android,28.0,,901c0bf4-bbe3-43ad-988e-3c162ff1e1ec,,
0.0,0.0,0.0,,0.0,MyFitnessPal Lunch,,100002-Thu Aug 09 00:00:00 EDT 2018,0,150.0,20.0,7.0,2018-08-12 01:09:50.132,2018-08-12 01:09:50.132,0.0,2.0,0.0,6.0,MyFitnessPal Lunch,1.0,,6.0,100.0,,,9wVta8KBzt,,4.0,0.0,com.myfitnesspal.android,21.0,,739f9454-2861-4040-90b6-6eb5b948bd67,,
0.0,0.0,0.0,,0.0,MyFitnessPal Breakfast,,100001-Wed Aug 01 00:00:00 EDT 2018,0,2600.0,20.0,35.0,2018-08-03 17:27:40.240,2018-08-03 17:27:40.240,0.0,115.0,0.0,50.0,MyFitnessPal Breakfast,10.0,,20.0,315.0,,,9wVta8KBzt,,5.0,0.0,com.myfitnesspal.android,60.0,,42c0f6fe-c0ad-4676-acb8-4aac1552b313,,
0.0,8.0,0.0,,50.0,MyFitnessPal Dinner,,100003-Mon May 21 00:00:00 EDT 2018,0,900.0,25.0,25.0,2018-05-23 23:01:30.076,2018-05-23 23:01:30.076,1.5,57.0,0.5,10.0,MyFitnessPal Dinner,15.0,,60.0,590.0,,,9wVta8KBzt,,4.5,0.0,com.myfitnesspal.android,47.0,,3aea28b3-065e-4b7e-ad80-a6f330e6b87a,,
560.23,41.1389,101.35,,2.0,MyFitnessPal Snacks,,100005-Sun Jul 01 00:00:00 EDT 2018,0,541.29004,17.75,24.689999,2018-07-03 23:01:19.104,2018-07-03 23:01:19.104,1.25,11.09,2.7,32.7222,MyFitnessPal Snacks,9.39,,21.427,724.62,,,9wVta8KBzt,,13.87,0.0,com.myfitnesspal.android,65.0,,92e1ebf0-6e55-48f0-9aec-4f77904ea5b6,,
0.0,70.0,0.0,,0.0,MyFitnessPal Breakfast,,100001-Sun Jul 01 00:00:00 EDT 2018,0,425.0,8.0,32.0,2018-07-03 23:01:18.997,2018-07-03 23:01:18.997,0.0,17.0,0.0,16.0,MyFitnessPal Breakfast,6.0,,22.0,440.0,,,9wVta8KBzt,,6.5,0.0,com.myfitnesspal.android,24.0,,09af1c79-f826-4c10-bd94-520cadd35ef5,,
320.0,32.0,0.0,,42.0,MyFitnessPal Snacks,,100005-Sun Apr 29 00:00:00 EDT 2018,0,800.0,28.0,17.0,2018-05-02 00:51:28.618,2018-05-02 00:51:28.618,1.5,37.0,0.5,0.0,MyFitnessPal Snacks,14.0,,70.0,480.0,,,9wVta8KBzt,,8.0,0.0,com.myfitnesspal.android,55.0,,5085c7d5-27ab-4852-9fc6-f7a2427eafd0,,
835.0,0.0,0.0,,40.0,MyFitnessPal Dinner,,100003-Wed Aug 08 00:00:00 EDT 2018,0,750.0,6.0,39.0,2018-08-11 02:12:15.766,2018-08-11 02:12:15.766,0.0,21.0,0.0,25.0,MyFitnessPal Dinner,10.0,,50.0,1649.2001,,,9wVta8KBzt,,12.0,0.0,com.myfitnesspal.android,45.0,,ce3d6c03-043b-4bec-a709-e77f7e21dd5e,,
708.0,10.0,24.0,,30.0,MyFitnessPal Breakfast,,100001-Tue May 15 00:00:00 EDT 2018,0,420.0,14.0,32.5,2018-05-18 03:10:54.619,2018-05-18 03:10:54.619,15.5,19.9,3.2,4.0,MyFitnessPal Breakfast,3.0,,21.0,317.0,,,9wVta8KBzt,,8.1,0.0,com.myfitnesspal.android,23.0,,8cb7ec1c-8408-4adb-b308-4d4b1592b045,,
0.0,10.0,15.0,,0.0,MyFitnessPal Dinner,,100003-Fri Jul 06 00:00:00 EDT 2018,0,260.0,16.0,14.0,2018-07-08 22:56:30.008,2018-07-08 22:56:30.008,3.0,5.0,3.5,12.0,MyFitnessPal Dinner,1.0,,12.0,450.0,,,9wVta8KBzt,,5.0,0.0,com.myfitnesspal.android,32.0,,2a3d7dc1-b080-416b-a3ce-c8638ef7bcc8,,
0.0,8.0,0.0,,40.0,MyFitnessPal Snacks,,100005-Wed Jul 11 00:00:00 EDT 2018,0,490.0,34.0,14.0,2018-07-13 23:30:58.021,2018-07-13 23:30:58.021,0.0,26.0,0.0,0.0,MyFitnessPal Snacks,20.0,,60.0,390.0,,,9wVta8KBzt,,8.0,0.0,com.myfitnesspal.android,67.0,,12070f13-a469-4e70-a7dd-2a1226099213,,
366.0,9.0,1.0,0.0,20.0,"50 kcal, Per 100g",,default-fatsecret-800,244,100.0,0.0,4.81,2021-08-25 22:15:02.947,2021-08-25 22:15:02.947,1.366,8.05,0.178,0.0,2% Fat Milk,12.35,0.0,28.0,122.0,cup,,yEjG51P5jF,g,3.067,,com.sec.android.app.shealth,11.42,2.0,1e29eec0-1557-4684-83db-5d169ef4bfdd,1,
422.0,2.0,17.0,,0.0,"89 kcal, Per 100g",,default-fatsecret-5388,118,1.0,3.1,0.39,2020-10-16 23:26:05.928,2020-10-16 23:26:05.928,0.038,1.29,0.086,2.0,Banana,14.43,,1.0,105.0,medium (7" to 7-7/8" long),,KwIsSebkfa,g,0.132,,com.sec.android.app.shealth,26.95,1.1222222,219e7aa4-a18c-4e0e-9b9e-f9dd7fdb0465,1,
301.0,0.0,2.0,,68.0,"110 kcal, Per 100g",,default-fatsecret-4881229,118,77.0,0.0,1.46,2020-10-16 23:26:05.929,2020-10-16 23:26:05.929,0.354,27.25,0.33,5.0,Skinless Chicken Breast,0.0,,1.0,130.0,"breast, bone and skin removed",,KwIsSebkfa,g,0.389,0.024,com.sec.android.app.shealth,0.0,0.9076923,e6bbbdea-11bc-4262-859e-bc2e6611e027,1,
0.0,0.0,0.0,,0.0,MyFitnessPal Dinner,,100003-Mon Jun 11 00:00:00 EDT 2018,0,230.0,4.0,22.5,2018-06-14 01:34:24.471,2018-06-14 01:34:24.471,1.5,18.0,0.5,0.0,MyFitnessPal Dinner,2.0,,0.0,680.0,,,9wVta8KBzt,,0.0,0.0,com.myfitnesspal.android,34.0,,d12629d0-74f8-4b8a-8cf3-48fb203dff9f,,
0.0,8.0,2.0,,35.0,MyFitnessPal Snacks,,100005-Fri May 04 00:00:00 EDT 2018,0,180.0,2.0,27.0,2018-05-07 03:28:16.499,2018-05-07 03:28:16.499,0.0,8.0,0.0,10.0,MyFitnessPal Snacks,32.0,,10.0,430.0,,,9wVta8KBzt,,12.0,0.0,com.myfitnesspal.android,40.0,,ba9f496c-a28b-4a43-855e-9d55ff70eee7,,
708.0,10.0,24.0,,30.0,MyFitnessPal Breakfast,,100001-Fri Jun 01 00:00:00 EDT 2018,0,470.0,14.0,32.5,2018-06-03 22:50:03.647,2018-06-03 22:50:03.647,15.5,19.9,3.2,4.0,MyFitnessPal Breakfast,1.0,,21.0,367.0,,,9wVta8KBzt,,9.1,0.0,com.myfitnesspal.android,22.0,,92da2e17-398e-4fea-8978-7a967714d728,,
0.0,0.0,0.0,,0.0,MyFitnessPal Snacks,,100005-Wed Jul 04 00:00:00 EDT 2018,0,70.0,14.0,7.0,2018-07-07 00:03:07.752,2018-07-07 00:03:07.752,0.0,1.0,0.0,5.0,MyFitnessPal Snacks,0.0,,5.0,70.0,,,9wVta8KBzt,,5.0,0.0,com.myfitnesspal.android,16.0,,91d0f06a-960a-4099-9f57-ecf523e6e0b1,,
0.0,8.0,0.0,,40.0,MyFitnessPal Lunch,,100002-Wed May 30 00:00:00 EDT 2018,0,340.0,20.0,18.0,2018-06-02 03:16:11.223,2018-06-02 03:16:11.223,0.0,28.0,0.0,8.0,MyFitnessPal Lunch,12.0,,40.0,360.0,,,9wVta8KBzt,,4.0,0.0,com.myfitnesspal.android,32.0,,3131dc72-75da-4930-a784-a16a77297cf2,,
0.0,8.0,0.0,,40.0,MyFitnessPal Snacks,,100005-Tue May 22 00:00:00 EDT 2018,0,340.0,20.0,18.0,2018-05-25 01:21:03.563,2018-05-25 01:21:03.563,0.0,28.0,0.0,8.0,MyFitnessPal Snacks,12.0,,40.0,360.0,,,9wVta8KBzt,,4.0,0.0,com.myfitnesspal.android,32.0,,aa18fdd7-dbee-447f-8031-f1f5e63c9418,,
90.86188,12.020712,0.82536876,,55.0,MyFitnessPal Breakfast,,100001-Fri May 04 00:00:00 EDT 2018,0,415.0092,21.567493,23.502064,2018-05-07 03:28:16.417,2018-05-07 03:28:16.417,4.5004125,27.001175,1.7503188,3.0130875,MyFitnessPal Breakfast,20.5,,63.073727,600.4675,,,9wVta8KBzt,,10.501006,0.0,com.myfitnesspal.android,54.56983,,ab7d6bf8-26f0-4be2-9a66-99b558a0d288,,
0.0,8.0,0.0,,40.0,MyFitnessPal Lunch,,100002-Sat Jun 30 00:00:00 EDT 2018,0,505.0,20.0,14.0,2018-07-03 00:52:05.544,2018-07-03 00:52:05.544,0.0,25.0,0.0,0.0,MyFitnessPal Lunch,29.0,,60.0,520.0,,,9wVta8KBzt,,8.0,0.0,com.myfitnesspal.android,67.0,,9f1918c9-7ab4-428c-afa8-9bdd09bd002a,,
125.0,70.0,2.0,,0.0,MyFitnessPal Dinner,,100003-Fri May 04 00:00:00 EDT 2018,0,678.4,9.5,12.5,2018-05-07 03:28:16.551,2018-05-07 03:28:16.551,3.5,12.2,1.5,2.0,MyFitnessPal Dinner,6.9,,0.0,975.9999,,,9wVta8KBzt,,0.4,0.0,com.myfitnesspal.android,54.966667,,1288c873-7909-4474-aac1-ec09e6d95f4d,,
170.0,10.0,0.0,,0.0,MyFitnessPal Snacks,,100005-Mon Aug 06 00:00:00 EDT 2018,0,330.0,1.0,9.5,2018-08-09 02:20:54.184,2018-08-09 02:20:54.184,1.5,3.0,0.0,4.0,MyFitnessPal Snacks,14.0,,45.0,990.0,,,9wVta8KBzt,,3.0,0.0,com.myfitnesspal.android,23.0,,152c2e4c-91d3-4dbd-b0ad-996f4d084880,,
320.0,32.0,0.0,,42.0,MyFitnessPal Dinner,,100003-Tue May 22 00:00:00 EDT 2018,0,570.0,22.0,10.0,2018-05-25 01:21:03.597,2018-05-25 01:21:03.597,0.0,26.0,0.0,0.0,MyFitnessPal Dinner,12.0,,70.0,380.0,,,9wVta8KBzt,,8.0,0.0,com.myfitnesspal.android,39.0,,ab842e79-785b-49ef-ad8a-9c73045f1e80,,
0.0,4.0,2.0,,0.0,MyFitnessPal Lunch,,100002-Sat Aug 18 00:00:00 EDT 2018,0,255.0,8.0,30.0,2018-08-20 20:40:10.732,2018-08-20 20:40:10.732,2.0,3.0,0.5,2.0,MyFitnessPal Lunch,11.0,,2.0,366.0,,,9wVta8KBzt,,23.0,0.0,com.myfitnesspal.android,20.0,,cdcb79d5-f67a-455b-bc41-c80a3a7aa547,,
