date,calories,carbs_g,fat_g,protein_g,cholest_mg,sodium_mg,sugars_g,fiber_g
2018-07-18,1357,80,72,96,150,1738,26,45
2018-07-19,1461,190,60,88,42,2231,38,94
2018-07-20,1430,72,106,74,166,2303,20,37
2018-07-21,1695,119,95,83,53,2170,13,53
2018-07-22,1624,148,84,91,70,2470,20,78
2018-07-23,1730,216,76,122,120,2425,45,118
2018-07-24,1812,90,112,117,350,2470,23,59
2018-07-25,1610,164,80,110,160,2345,25,98
2018-07-26,1635,190,76,92,110,1680,45,69
2018-07-27,1689,177,81,106,40,2989,15,82
2018-07-28,1491,116,107,56,152,3160,25,62
2018-07-29,1610,197,82,92,92,2530,32,106
2018-07-30,2026,177,117,70,20,2726,78,24
2018-07-31,2142,155,109,177,95,4000,27,91
2018-08-01,1930,146,127,94,132,2595,33,79
2018-08-02,1978,155,119,84,115,1860,28,60
2018-08-03,2203,213,120,83,175,3055,22,61
2018-08-04,2020,196,93,78,160,2625,16,46
2018-08-05,1997,182,119,92,160,3769,69,64
2018-08-06,2982,310,162,111,120,3562,139,71
2018-08-07,2217,284,88,55,69,2243,87,60
2018-08-08,2870,219,169,116,186,3025,60,82
2018-08-09,2830,336,146,98,302,1898,116,73
2018-08-10,3134,289,168,101,290,3900,79,36
2018-08-11,2999,292,146,78,204,2657,87,34
2018-08-12,1834,148,110,106,248,2538,41,82
2018-08-13,2104,241,114,107,112,2285,68,115
2018-08-14,2857,322,153,68,30,4135,100,44
2018-08-15,2120,248,103,119,40,3182,37,105
2018-08-16,2143,183,101,76,80,1001,26,72
2018-08-17,2090,220,106,123,72,4153,23,102
2018-08-18,1773,163,109,63,55,3071,30,62
2018-08-19,2081,245,91,50,62,1889,82,38
2018-08-20,3195,319,152,106,105,3539,99,67
2018-08-21,1864,162,111,113,122,1700,34,99
2018-08-22,2689,213,163,96,279,3188,57,59
2018-08-23,1860,183,111,91,130,2870,29,95
2018-08-24,2652,334,124,121,70,4428,96,117
2018-08-25,1704,212,80,83,99,2539,54,72
2018-08-26,1978,213,103,109,105,2939,58,82
2018-08-27,1915,135,110,69,126,1944,25,64
2018-08-28,1915,226,86,124,162,2651,56,95
2018-08-29,2329,193,163,66,97,2100,64,55
2018-08-30,2431,232,136,114,115,3584,66,63
2018-08-31,3075,329,97,124,40,2648,28,98
2018-09-01,2878,320,131,66,62,3421,99,46
2018-09-02,2504,218,156,96,192,4050,45,72
2018-09-03,1894,165,110,86,87,2419,30,62
2018-09-04,1902,179,101,105,91,1782,45,65
2018-09-05,2211,205,101,119,185,2807,32,103
2018-09-06,1942,226,109,71,102,3263,61,32
2018-09-07,2072,244,80,92,80,2868,42,96
2018-09-08,2045,182,115,90,158,2655,57,57
2018-09-09,1791,171,115,65,130,1850,38,42
2018-09-10,1863,259,73,93,72,2664,23,106
2018-09-11,2425,145,154,103,175,2368,48,66
2018-09-12,1797,242,98,81,109,2245,48,131
2018-09-13,2070,218,84,107,30,2335,27,69
2018-09-14,2028,226,106,61,12,2978,34,94
2018-09-15,2118,258,106,62,40,2707,61,92
2018-09-16,2055,235,99,79,105,2760,47,80
2018-09-17,1995,232,110,71,97,3870,64,70
2018-09-18,2581,211,134,109,320,2152,60,83
2018-09-19,2440,315,112,92,70,3855,80,80
2018-09-20,2066,164,102,123,125,2920,32,94
2018-09-21,2989,383,114,109,176,4405,139,99
2018-09-22,2790,256,163,93,180,3521,83,60
2018-09-23,2515,251,126,60,125,2070,48,24
2018-09-24,1778,216,89,76,170,1931,54,81
2018-09-25,1916,255,90,91,42,3320,40,101
2018-09-26,2020,156,126,69,122,2495,38,71
2018-09-27,2005,216,88,100,80,2648,50,60
2018-09-28,2332,250,107,104,80,1643,61,42
2018-09-29,2342,261,124,109,162,3376,45,128
2018-09-30,2399,234,124,79,156,2980,77,65
2018-10-01,2287,287,112,121,58,3052,51,93
2018-10-02,2139,197,113,89,42,2431,50,89
2018-10-03,2215,314,101,74,40,2545,99,116
2018-10-04,2305,233,104,81,160,2024,86,65
2018-10-05,2470,371,86,73,70,2885,144,72
2018-10-06,3332,480,121,91,25,5330,210,48
2018-10-07,3216,419,129,104,205,6593,110,41
2018-10-08,1950,311,73,82,67,2950,59,109
2018-10-09,1610,275,52,57,60,2005,83,68
2018-10-10,1850,147,113,42,82,2310,43,38
2018-10-11,2322,260,92,98,145,2810,58,58
2018-10-12,1989,289,74,41,55,3131,131,10
2018-10-13,1201,175,27,13,0,1300,65,9
2018-10-14,2601,287,110,57,137,2212,111,16
2018-10-15,1760,194,77,48,170,2032,45,12
2018-10-16,2564,378,98,50,160,2550,128,35
2018-10-17,1490,210,67,47,107,1595,89,45
2018-10-18,1672,157,79,95,110,1962,46,57
2018-10-19,2188,242,99,68,42,2277,73,52
2018-10-20,1585,184,66,40,10,1963,71,34
2018-10-21,3987,424,214,115,127,5327,187,51
2018-10-22,1135,109,53,25,2,1330,52,15
2018-10-23,1949,286,70,54,40,2924,84,62
2018-10-24,1956,278,63,98,80,2553,54,98
2018-10-25,2408,373,81,49,0,6488,124,39
2018-10-26,1627,212,65,62,40,2445,73,27
2018-10-27,2301,259,68,92,146,3979,95,45
2018-10-28,2692,298,113,122,82,3292,98,55
2018-10-29,1687,213,72,75,42,2076,54,48
2018-10-30,2133,297,72,76,72,1917,66,53
2018-10-31,2144,303,68,56,40,1222,106,44
2018-11-01,2515,350,74,74,90,3244,74,39
2018-11-02,2533,356,92,70,100,2227,124,51
2018-11-03,2097,164,141,77,155,2800,54,36
2018-11-04,1473,173,48,109,52,2661,70,48
2018-11-05,1585,181,66,92,2,4168,44,56
2018-11-06,1850,194,97,88,102,2236,28,80
2018-11-07,1648,159,80,81,72,2009,21,81
2018-11-08,1549,142,67,104,40,2091,32,43
2018-11-09,1704,149,79,87,42,2280,35,68
2018-11-10,1945,226,77,121,160,3727,72,79
2018-11-11,1587,171,66,104,91,3358,47,48
2018-11-12,1713,187,71,70,41,1743,64,60
2018-11-13,1708,161,83,89,72,2083,30,68
2018-11-14,1627,183,60,98,40,4455,57,50
2018-11-15,1940,116,100,135,339,4346,36,47
2018-11-16,1912,193,80,128,80,4537,49,50
2018-11-17,1939,235,93,67,61,3243,36,49
2018-11-18,2013,249,89,60,75,2156,73,56
2018-11-19,1906,168,99,90,132,3006,37,77
2018-11-20,2341,224,128,103,142,2351,67,89
2018-11-21,2317,231,115,104,60,3157,50,63
2018-11-22,2243,229,110,53,40,2490,95,41
2018-11-23,3496,472,159,55,20,3723,212,33
2018-11-24,1183,118,62,78,70,1380,25,78
2018-11-25,1629,164,76,102,75,4019,47,38
2018-11-26,2174,159,108,73,87,2420,38,45
2018-11-27,2028,162,125,113,256,3645,38,90
2018-11-28,1785,203,89,90,82,2710,39,77
2018-11-29,1912,92,134,65,362,2690,31,26
2018-11-30,1693,182,89,85,120,2500,22,81
2018-12-01,1973,233,88,68,0,3601,10,6
2018-12-02,2312,201,132,96,162,3309,43,68
2018-12-03,2154,194,118,65,120,2080,47,64
2018-12-04,2331,219,123,104,153,3722,68,62
2018-12-05,2401,278,130,94,149,3307,33,136
2018-12-06,2326,297,84,49,20,2119,29,55
2018-12-07,2969,321,152,84,40,3545,28,113
2018-12-08,1316,111,59,85,55,2467,21,30
2018-12-09,1928,179,99,115,121,4425,19,84
2018-12-10,2085,257,108,60,139,1863,95,68
2018-12-11,3642,416,153,112,268,3983,103,83
2018-12-12,1371,81,81,81,271,2968,20,38
2018-12-13,1679,195,68,93,110,4928,41,94
2018-12-14,1809,220,97,68,140,1902,87,90
2018-12-15,1753,209,85,91,55,3217,60,77
2018-12-16,1900,234,86,121,42,4865,21,104
2018-12-17,2088,217,101,99,40,2545,42,124
2018-12-18,2005,198,117,88,130,3182,53,107
2018-12-19,1953,238,83,92,53,2520,45,81
2018-12-20,2091,261,89,58,0,2164,66,54
2018-12-21,1993,150,137,62,30,3905,40,37
2018-12-22,2671,310,132,84,164,2524,104,85
2018-12-23,2939,252,149,108,181,3434,35,56
2018-12-24,1720,116,85,108,145,2645,24,44
2018-12-25,2469,341,72,92,44,2274,78,46
2018-12-26,1774,190,102,79,95,1945,47,111
2018-12-27,2038,267,105,66,92,2815,126,73
2018-12-28,2047,271,97,55,40,923,158,51
2018-12-29,4333,440,221,90,0,3516,203,22
2018-12-30,1013,58,44,53,25,1320,17,7
2018-12-31,2108,288,79,83,118,2046,106,92
2019-01-01,1110,132,49,66,70,2885,18,64
2019-01-02,2050,139,128,70,400,2520,85,21
2019-01-03,1093,103,53,57,100,2136,39,10
2019-01-04,2314,279,98,90,190,3095,63,52
2019-01-05,2294,288,108,57,40,3100,109,55
2019-01-06,1195,114,38,64,40,1516,12,58
2019-01-07,2022,191,116,99,115,3715,44,76
2019-01-08,1171,137,50,61,65,2041,19,48
2019-01-09,2260,258,127,62,105,3196,65,64
2019-01-10,1115,93,37,87,25,3040,9,11
2019-01-11,2320,305,104,63,40,2725,145,35
2019-01-12,1300,149,55,91,40,2845,16,62
2019-01-13,3001,367,137,65,0,2963,89,40
2019-01-14,2415,308,133,78,40,3265,39,133
2019-01-15,2072,256,95,98,215,2823,132,97
2019-01-16,2884,248,147,126,290,3905,55,126
2019-01-17,1613,159,82,55,65,1665,40,82
2019-01-18,1652,175,77,78,27,2463,5,74
2019-01-19,2018,258,102,53,40,1641,112,53
2019-01-20,2246,265,107,115,200,2595,65,69
2019-01-21,2070,278,84,78,135,1455,55,63
2019-01-22,1623,203,82,90,30,2401,38,103
2019-01-23,1770,157,86,118,130,2590,24,104
2019-01-24,2314,206,119,105,65,3192,45,70
2019-01-25,1780,169,104,69,40,1806,32,49
2019-01-26,1925,237,72,102,60,3249,31,105
2019-01-27,2473,272,111,72,40,2153,49,15
2019-01-28,1712,150,85,57,40,1770,28,41
2019-01-29,2221,240,116,87,42,4717,97,71
2019-01-30,1670,110,110,71,165,2710,31,58
2019-01-31,1559,114,97,61,95,1375,32,52
2019-02-01,1702,167,84,85,102,2789,21,89
2019-02-02,2413,272,120,88,90,3230,52,72
2019-02-03,2276,262,99,78,0,2849,83,38
2019-02-04,1896,161,82,68,50,1805,32,64
2019-02-05,1985,167,123,84,226,2754,39,57
2019-02-06,1780,212,88,67,70,2330,52,59
2019-02-07,2120,210,102,67,20,2655,65,59
2019-02-08,1874,252,83,92,102,2711,105,93
2019-02-09,2387,327,100,87,81,2085,81,76
2019-02-10,4261,514,188,116,210,5857,60,27
2019-02-11,2449,278,107,98,200,3310,55,52
2019-02-12,2100,276,90,60,65,2450,114,29
2019-02-13,1970,197,93,78,45,2155,71,61
2019-02-14,1870,245,69,78,197,6186,45,31
2019-02-15,1975,222,97,105,65,3570,56,67
2019-02-16,1766,181,89,82,60,2310,62,46
2019-02-17,2553,249,146,85,103,2773,65,48
2019-02-18,1619,129,85,116,127,2648,24,80
2019-02-19,1769,222,83,78,27,2575,51,80
2019-02-20,1988,112,115,130,387,2661,26,47
2019-02-21,1726,155,117,67,87,2590,53,70
2019-02-22,2082,186,92,110,105,2580,48,44
2019-02-23,2005,233,94,61,140,3130,75,15
2019-02-24,2467,253,131,65,25,1900,44,18
2019-02-25,2004,226,74,99,70,1614,55,32
2019-02-26,2081,317,69,65,40,2380,126,33
2019-02-27,1492,176,65,82,82,1820,42,50
2019-02-28,1930,210,105,104,155,3050,67,104
2019-03-01,1713,209,57,108,78,2659,45,64
2019-03-02,2225,208,108,127,72,3379,65,57
2019-03-03,1613,184,68,97,91,3434,71,57
2019-03-04,1978,174,99,89,103,3349,57,55
2019-03-05,1780,183,94,77,129,2643,74,61
2019-03-06,1869,165,92,136,67,3712,22,71
2019-03-07,1770,156,87,66,67,2540,28,47
2019-03-08,2817,256,92,113,92,2695,30,39
2019-03-09,2510,212,167,99,223,3177,31,96
2019-03-10,2304,254,99,107,111,2245,70,81
2019-03-11,1853,160,98,116,68,2914,41,54
2019-03-12,1845,191,120,69,161,3423,53,70
2019-03-13,1933,153,109,92,123,2438,40,58
2019-03-14,1655,188,77,102,84,2725,51,75
2019-03-15,1806,174,144,70,206,1737,26,124
2019-03-16,1795,217,84,81,22,2988,63,57
2019-03-17,1760,173,100,120,130,3628,19,104
2019-03-18,2052,241,76,138,67,3974,40,84
2019-03-19,1830,154,81,82,192,3200,71,41
2019-03-20,1795,230,70,125,42,2630,39,106
2019-03-21,1870,149,120,84,110,2885,36,51
2019-03-22,2446,224,108,122,87,2730,23,71
2019-03-23,1898,161,109,118,139,3501,36,72
2019-03-24,1573,143,83,70,32,3213,30,38
2019-03-25,1544,170,64,110,75,2320,36,74
2019-03-26,1635,180,94,80,86,2599,27,85
2019-03-27,2440,221,137,122,243,4207,14,66
2019-03-28,2100,246,79,99,77,3606,30,60
2019-03-29,2302,223,117,123,47,3700,42,79
2019-03-30,2170,237,91,106,52,3062,22,94
2019-03-31,1722,183,90,92,27,2863,17,75
2019-04-01,2173,197,110,126,62,2951,51,83
2019-04-02,1865,233,82,66,29,3098,71,47
2019-04-03,1957,190,121,118,227,2281,52,113
2019-04-04,2061,183,127,89,157,2725,45,66
2019-04-05,2625,218,104,123,67,3140,67,59
2019-04-06,2030,188,125,87,112,2845,45,83
2019-04-07,2091,191,92,98,98,3061,35,98
2019-04-08,2214,210,122,153,184,3929,35,106
2019-04-09,2140,187,126,110,42,2535,55,69
2019-04-10,2552,203,147,128,24,3555,30,81
2019-04-11,2144,142,138,105,45,2884,38,51
2019-04-12,2056,215,101,124,57,2886,38,95
2019-04-13,2045,162,123,74,62,2930,46,57
2019-04-14,3193,377,143,101,62,3415,113,84
2019-04-15,2008,228,102,101,54,2616,29,105
2019-04-16,1773,171,101,82,57,1673,41,56
2019-04-17,1918,168,80,88,74,1771,52,63
2019-04-18,1851,203,92,95,52,2116,63,72
2019-04-19,2166,229,120,112,55,3231,52,89
2019-04-20,2471,246,90,131,100,2845,34,92
2019-04-21,2177,226,94,92,97,4230,33,48
2019-04-22,1595,208,60,103,52,3000,35,76
2019-04-23,1735,160,100,80,67,1835,47,63
2019-04-24,2298,226,104,75,77,2228,44,69
2019-04-25,1867,187,94,130,107,2991,28,101
2019-04-26,2185,254,100,92,65,2351,47,92
2019-04-27,3469,387,164,85,114,3707,65,51
2019-04-28,2393,327,107,89,71,5492,53,51
2019-04-29,1201,174,35,87,42,1756,13,72
2019-04-30,1255,126,54,69,2,1866,4,48
2019-05-01,1377,157,56,101,18,1928,11,74
2019-05-02,1316,172,50,72,20,3176,19,67
2019-05-03,1422,154,59,112,68,2218,28,52
2019-05-04,1340,189,42,70,73,2095,93,56
2019-05-05,1280,164,39,75,40,2395,35,73
2019-05-06,1451,108,71,128,62,1739,29,58
2019-05-07,1589,107,73,122,80,1986,25,55
2019-05-08,1578,158,55,111,55,1852,40,66
2019-05-09,1462,109,54,100,38,2635,20,35
2019-05-10,1592,149,79,132,28,3053,6,68
2019-05-11,1586,102,102,65,154,3896,43,50
2019-05-12,1408,111,83,58,108,2766,49,48
2019-05-13,1579,154,67,86,89,2292,55,55
2019-05-14,2072,191,122,85,3,1725,35,61
2019-05-15,3093,244,166,115,164,5407,76,72
2019-05-16,1926,129,156,60,26,893,35,75
2019-05-17,2260,191,108,96,162,2866,15,29
2019-05-18,3212,333,104,114,222,3298,34,43
2019-05-19,1759,194,102,72,122,3220,37,68
2019-05-20,1608,129,80,117,112,2527,20,79
2019-05-21,2317,206,129,78,55,1047,62,79
2019-05-22,2241,163,100,56,100,3025,80,40
2019-05-23,1610,105,106,88,105,2377,42,50
2019-05-24,2022,102,121,163,240,3815,24,47
2019-05-25,1743,182,71,107,79,2185,56,42
2019-05-26,2027,208,106,88,2,1508,57,77
2019-05-27,2024,227,107,97,132,3135,44,86
2019-05-28,1971,223,100,62,60,1499,122,46
2019-05-29,2144,142,116,144,303,3122,43,61
2019-05-30,2129,250,82,104,61,2818,88,68
2019-05-31,2367,233,143,70,114,2730,26,35
2019-06-01,2830,273,158,101,319,4695,21,54
2019-06-02,2057,298,76,48,100,3950,90,11
2019-06-03,2156,208,111,86,200,1961,50,15
2019-06-04,2684,262,137,71,132,3676,112,32
2019-06-05,1843,200,99,51,85,1363,56,17
2019-06-06,2933,302,128,78,0,3856,30,53
2019-06-07,2201,213,124,40,87,2606,85,16
2019-06-08,1987,184,95,51,25,649,67,7
2019-06-09,2331,302,102,55,89,1430,86,15
2019-06-10,3576,355,185,90,35,3761,60,46
2019-06-11,1868,208,96,51,3,3797,62,38
2019-06-12,2675,241,136,59,135,3292,50,17
2019-06-13,2623,197,142,112,210,4882,75,20
2019-06-14,2600,225,135,77,1,2857,72,45
2019-06-15,3470,459,129,99,85,4037,63,29
2019-06-16,2642,229,128,73,110,817,74,20
2019-06-17,2201,255,101,69,90,1031,89,23
2019-06-18,2675,339,93,79,415,3244,83,14
2019-06-19,2886,252,138,93,110,2627,90,17
2019-06-20,1627,115,92,47,84,1080,36,17
2019-06-21,2700,277,91,82,105,3520,63,27
2019-06-22,2997,324,150,97,64,2372,113,10
2019-06-23,2214,251,99,54,104,1866,116,16
2019-06-24,1964,230,73,39,106,985,63,3
2019-06-25,2458,222,107,93,162,3151,57,16
2019-06-26,2908,368,118,63,28,5173,91,16
2019-06-27,3360,360,167,51,116,3974,98,33
2019-06-28,2929,239,125,41,93,2375,86,26
2019-06-29,3342,320,174,88,75,2541,62,17
2019-06-30,1430,111,58,53,54,1547,25,26
2019-07-01,1166,154,47,57,52,1016,38,51
2019-07-02,1230,121,65,65,42,2515,11,46
2019-07-03,1217,129,56,65,65,1460,34,35
2019-07-04,1198,143,52,84,43,2168,25,49
2019-07-05,1312,108,66,72,71,2288,35,37
2019-07-06,1328,139,72,82,68,1050,27,48
2019-07-07,1352,143,60,88,21,1948,22,58
2019-07-08,1468,163,66,89,105,1933,39,73
2019-07-09,1328,142,75,67,60,1980,17,37
2019-07-10,1542,134,72,101,81,2228,65,43
2019-07-11,1375,177,49,65,36,1220,95,38
2019-07-12,1940,161,99,55,94,1874,39,26
2019-07-13,1778,183,81,56,148,1513,99,15
2019-07-14,1552,195,58,47,62,1256,78,20
2019-07-15,2032,201,105,100,203,2496,58,28
2019-07-16,1544,169,57,66,34,1584,74,15
2019-07-17,1936,205,67,86,87,1957,36,72
2019-07-18,2004,205,79,55,49,2497,36,31
2019-07-19,1477,154,80,56,40,1652,58,41
2019-07-20,1882,210,76,61,46,1607,67,43
2019-07-21,1686,212,80,70,32,2483,34,76
2019-07-22,1569,125,76,117,86,2415,28,44
2019-07-23,1598,132,80,113,88,2222,51,51
2019-07-24,1553,118,73,121,89,2437,32,35
2019-07-25,1789,183,86,98,131,3635,41,60
2019-07-26,1714,133,88,99,42,1616,24,40
2019-07-27,2160,234,106,102,132,2470,65,60
2019-07-28,1505,196,64,49,25,1768,64,37
2019-07-29,1678,117,109,82,133,2826,26,29
2019-07-30,2481,249,123,62,15,3794,57,38
2019-07-31,1390,114,86,64,110,1976,31,30
2019-08-01,1567,140,75,73,115,2154,46,49
2019-08-02,2545,322,103,98,147,3098,119,33
2019-08-03,2330,269,105,75,22,3143,106,49
2019-08-04,3180,346,144,75,29,5270,93,28
2019-08-05,2085,178,118,110,165,3024,41,53
2019-08-06,2135,271,76,86,22,1924,123,46
2019-08-07,1551,145,72,118,50,1865,23,55
2019-08-08,2496,322,92,99,28,2676,40,72
2019-08-09,3265,294,168,134,234,4949,43,41
2019-08-10,2625,253,90,44,110,1865,137,10
2019-08-11,2825,396,122,76,35,2273,237,24
2019-08-12,1608,153,68,117,57,2206,25,50
2019-08-13,2199,230,123,90,54,2738,66,56
2019-08-14,1760,161,101,80,162,2090,72,38
2019-08-15,1854,173,79,45,87,2055,41,23
2019-08-16,2161,223,89,124,65,2180,40,96
2019-08-17,1743,195,67,83,37,2455,51,41
2019-08-18,1267,126,65,59,58,1645,21,20
2019-08-19,1479,131,67,108,76,1899,26,43
2019-08-20,2148,229,108,56,146,2427,47,27
2019-08-21,2296,246,101,89,71,2999,18,71
2019-08-22,2742,298,92,121,84,2845,77,44
2019-08-23,1573,141,80,95,93,2155,31,39
2019-08-24,1595,122,104,65,83,2303,26,24
2019-08-25,1473,126,78,89,93,2006,30,35
2019-08-26,1979,185,99,81,169,2815,23,29
2019-08-27,2495,257,121,88,193,4310,21,24
2019-08-28,2719,299,80,77,36,2021,77,19
2019-08-29,1900,176,108,83,127,2380,76,64
2019-08-30,1570,158,71,66,2,1829,23,36
2019-08-31,2831,293,110,131,91,4275,39,54
2019-09-01,1882,165,110,102,27,2732,2,67
2019-09-02,2314,241,109,106,40,2850,23,34
2019-09-03,1720,158,96,76,47,2348,24,54
2019-09-04,2956,381,114,112,141,4229,43,53
2019-09-05,1961,215,85,87,120,4409,25,24
2019-09-06,1795,191,71,135,42,4245,46,54
2019-09-07,1569,161,77,82,66,1660,38,50
2019-09-08,1700,197,84,61,2,1944,43,39
2019-09-09,1563,199,55,108,22,2268,37,65
2019-09-10,1650,149,77,71,45,1725,43,38
2019-09-11,1554,139,86,89,81,1951,25,57
2019-09-12,1574,138,65,83,58,2053,12,25
2019-09-13,1723,141,90,113,81,2638,16,38
2019-09-14,1481,149,76,69,29,3650,47,26
2019-09-15,1488,123,85,76,76,1863,28,53
2019-09-16,2145,217,93,106,244,2201,73,25
2019-09-17,1752,186,88,92,29,4090,29,52
2019-09-18,2094,190,110,103,118,2507,65,57
2019-09-19,1470,134,69,72,68,1759,45,15
2019-09-20,2059,192,115,62,113,2654,32,49
2019-09-21,2107,182,113,59,112,1955,94,37
2019-09-22,1757,180,89,71,84,1859,65,33
2019-09-23,1748,118,110,101,114,3688,22,39
2019-09-24,2053,141,101,67,25,2193,35,47
2019-09-25,1644,123,84,124,92,1985,36,42
2019-09-26,1474,150,71,69,77,2163,54,40
2019-09-27,1675,140,78,105,47,2051,31,46
2019-09-28,1562,153,73,99,70,2620,34,51
2019-09-29,1560,127,84,87,20,1934,19,47
2019-09-30,1911,180,108,82,68,2676,37,33
2019-10-01,2070,140,112,58,5,2134,40,33
2019-10-02,2002,246,84,96,50,2735,100,61
2019-10-03,2510,265,142,57,2,2538,57,57
2019-10-04,1804,190,73,121,50,4184,69,51
2019-10-05,1626,176,76,76,22,1799,37,66
2019-10-06,2752,297,135,117,170,4063,41,36
2019-10-07,2773,316,138,89,112,3619,51,57
2019-10-08,2758,282,148,64,35,4720,49,29
2019-10-09,3915,452,194,107,162,4234,106,27
2019-10-10,3403,434,138,104,180,5995,94,11
2019-10-11,2750,298,123,86,144,2434,64,24
2019-10-12,125,10,1,2,0,2676,3,0
2019-10-13,83,11,2,3,0,1935,7,0
2019-10-14,2121,134,132,108,204,2821,48,44
2019-10-15,1172,115,56,55,94,2987,43,35
2019-10-16,2199,214,119,108,87,3463,43,64
2019-10-17,1466,126,77,82,49,2103,27,45
2019-10-18,2621,242,129,110,253,3959,100,52
2019-10-19,80,10,2,2,0,1660,2,0
2019-10-20,95,14,1,2,0,3060,6,2
2019-10-21,2335,201,139,95,41,2583,82,55
2019-10-22,2102,186,129,70,27,1841,96,42
2019-10-23,2740,265,146,70,69,2593,47,54
2019-10-24,2878,303,147,73,53,2448,48,48
2019-10-25,1930,186,89,95,50,2521,37,46
2019-10-26,115,14,3,6,0,3100,4,4
2019-10-27,105,13,2,3,0,3790,5,4
2019-10-28,2235,251,98,75,142,2780,46,28
2019-10-29,3147,372,147,89,173,4461,134,34
2019-10-30,2421,255,128,102,18,2550,42,66
2019-10-31,2374,190,134,67,57,2121,33,31
2019-11-01,2211,207,95,70,151,2998,23,12
2019-11-02,95,10,2,4,0,2110,3,1
2019-11-03,105,12,4,4,0,1460,3,3
2019-11-04,2317,231,118,119,45,3870,56,50
2019-11-05,2204,235,111,90,15,2619,48,52
2019-11-06,2693,257,140,103,82,4163,36,52
2019-11-07,2430,202,138,119,30,4297,48,47
2019-11-08,2387,197,129,71,80,3422,49,40
2019-11-09,150,13,7,4,15,2750,7,3
2019-11-10,125,12,6,4,15,970,5,2
2019-11-11,2560,231,140,124,49,4293,76,53
2019-11-12,2846,329,141,56,97,2785,106,34
2019-11-13,2239,250,113,88,94,3273,71,37
2019-11-14,2260,137,78,40,130,1728,61,5
2019-11-15,2410,229,115,98,200,3635,27,26
2019-11-16,77,11,2,3,5,950,1,4
2019-11-17,120,13,5,1,15,1740,8,1
2019-11-18,2512,264,143,83,37,3890,99,57
2019-11-19,2448,211,136,66,40,1881,87,47
2019-11-20,2294,245,113,103,26,3001,68,38
2019-11-21,2265,276,107,86,39,3334,104,58
2019-11-22,2230,218,118,59,127,2000,109,30
2019-11-23,40,8,0,0,0,1360,3,2
2019-11-24,75,9,2,5,0,2150,10,1
2019-11-25,2214,254,100,66,77,2763,78,23
2019-11-26,2632,278,122,58,50,2775,84,36
2019-11-27,2460,274,115,71,218,2975,69,8
2019-11-28,3218,319,178,80,200,3427,70,59
2019-11-29,2357,219,140,87,127,3136,77,61
2019-11-30,2467,259,135,90,63,2079,76,95
2019-12-01,2963,319,169,65,56,2882,90,52
2019-12-02,2679,232,138,83,3,1233,34,15
2019-12-03,2590,258,122,86,100,3250,38,50
2019-12-04,2119,292,94,46,35,2227,156,33
2019-12-05,1968,169,84,86,62,3640,49,40
2019-12-06,3189,420,111,122,50,3913,154,50
2019-12-07,2317,262,115,63,29,2392,121,39
2019-12-08,2253,138,130,95,11,2149,47,33
2019-12-09,1962,200,88,75,123,3640,85,16
2019-12-10,2677,326,113,33,62,3628,122,29
2019-12-11,1920,139,118,96,112,3615,31,34
2019-12-12,1657,166,81,98,27,2655,10,47
2019-12-13,1790,184,102,66,50,2681,40,53
2019-12-14,2244,227,102,78,150,3028,86,37
2019-12-15,1867,256,75,64,10,2490,90,55
2019-12-16,1987,208,93,78,60,3198,61,31
2019-12-17,2130,200,109,49,103,2161,48,26
2019-12-18,2085,189,99,81,97,1288,29,34
2019-12-19,2252,228,107,112,113,3241,29,43
2019-12-20,2453,239,98,73,52,3183,36,23
2019-12-21,2392,195,122,78,154,2705,35,29
2019-12-22,3355,415,161,56,90,3315,182,18
2019-12-23,2632,263,141,67,105,2785,115,27
2019-12-24,2450,277,114,74,154,2906,110,19
2019-12-25,1930,237,73,48,14,1961,101,10
2019-12-26,3235,353,120,90,149,4493,166,18
2019-12-27,3178,435,103,67,180,3712,181,30
2019-12-28,2813,383,99,71,200,4647,97,20
2019-12-29,2885,422,105,75,110,3415,127,30
2019-12-30,2762,311,128,92,170,3253,95,20
2019-12-31,4118,425,158,86,240,3900,37,19
2020-01-01,2560,238,105,82,165,3730,28,16
2020-01-02,2901,368,110,69,169,5117,165,11
2020-01-03,2735,263,111,93,163,5360,34,23
2020-01-04,3441,437,130,105,74,6138,104,25
2020-01-05,2839,236,147,80,10,5010,97,33
2020-01-06,2719,247,114,151,255,3793,33,30
2020-01-07,106,12,6,2,0,170,6,2
2020-01-08,2345,191,122,81,112,5515,70,28
2020-01-09,96,17,2,5,0,730,14,3
2020-01-10,3361,400,158,66,28,2945,124,29
2020-01-11,2794,273,138,70,120,3350,84,22
2020-01-12,3378,375,187,57,116,2863,155,19
2020-01-13,2437,173,153,113,137,2645,36,62
2020-01-14,2219,231,98,80,40,2561,73,32
2020-01-15,2461,285,59,85,86,2276,94,8
2020-01-16,118,7,3,1,0,85,3,1
2020-01-17,2859,315,140,68,73,4726,95,37
2020-01-18,2825,250,151,96,195,3105,73,13
2020-01-19,3322,410,152,82,125,4800,94,19
2020-01-20,1952,150,95,64,129,1830,31,48
2020-01-21,3028,289,166,76,212,3850,147,36
2020-01-22,1730,188,89,61,52,2735,37,21
2020-01-23,1779,157,102,78,24,3026,23,39
2020-01-24,1772,160,95,87,102,2055,44,47
2020-01-25,3311,331,135,95,154,3507,119,34
2020-01-26,1519,151,73,75,22,3411,51,47
2020-01-27,1325,97,93,25,98,2039,23,8
