Date,Calories
1/17/2016,1425
1/18/2016,1405
1/19/2016,1701
1/20/2016,1376
1/21/2016,1365
1/22/2016,1430
1/23/2016,1426
1/24/2016,1497
1/25/2016,1927
1/26/2016,1866
1/27/2016,2097
1/28/2016,2231
1/29/2016,2295
1/30/2016,2320
1/31/2016,3445
2/1/2016,3728
2/2/2016,1624
2/3/2016,2310
2/4/2016,2272
2/5/2016,1506
2/6/2016,1496
2/7/2016,1547
2/8/2016,1438
2/9/2016,1683
2/10/2016,1290
2/11/2016,1373
2/12/2016,1475
2/13/2016,1389
2/14/2016,1453
2/15/2016,1496
2/16/2016,1741
2/17/2016,1355
2/18/2016,1501
2/19/2016,1340
2/20/2016,1440
2/21/2016,1468
2/22/2016,1312
2/23/2016,1738
2/24/2016,1393
2/25/2016,1443
2/26/2016,1395
2/27/2016,1632
2/28/2016,1402
2/29/2016,1792
3/1/2016,1604
3/2/2016,1358
3/3/2016,1365
3/4/2016,1413
3/5/2016,1672
3/6/2016,1499
3/7/2016,1622
3/8/2016,1664
3/9/2016,1460
3/10/2016,1585
3/11/2016,1718
3/12/2016,1656
3/13/2016,1565
3/14/2016,1355
3/15/2016,1634
3/16/2016,1921
3/17/2016,1398
3/18/2016,1655
3/19/2016,1623
3/20/2016,1540
3/21/2016,1506
3/22/2016,1652
3/23/2016,1520
3/24/2016,1445
3/25/2016,1711
3/26/2016,1592
3/27/2016,1741
3/28/2016,1541
3/29/2016,1693
3/30/2016,1575
3/31/2016,1426
4/1/2016,1556
4/2/2016,1703
4/3/2016,2175
4/4/2016,1653
4/5/2016,1678
4/6/2016,1655
4/7/2016,1539
4/8/2016,1888
4/9/2016,2528
4/10/2016,2004
4/11/2016,2495
4/12/2016,2326
4/13/2016,2076
4/14/2016,1795
4/15/2016,2510
4/16/2016,2434
4/17/2016,3443
4/18/2016,1595
4/19/2016,1778
4/20/2016,1579
4/21/2016,3057
4/22/2016,1790
4/23/2016,2750
4/24/2016,2064
4/25/2016,2177
4/26/2016,3220
4/27/2016,3155
4/28/2016,2114
4/29/2016,4564
4/30/2016,3913
5/1/2016,2260
5/2/2016,2870
5/3/2016,3158
5/4/2016,2718
5/5/2016,2417
5/6/2016,2462
5/7/2016,3192
5/8/2016,3212
5/9/2016,3224
5/10/2016,2958
5/11/2016,2886
5/12/2016,1884
5/13/2016,1752
5/14/2016,1436
5/15/2016,1559
5/16/2016,1748
5/17/2016,1693
5/18/2016,1804
5/19/2016,1575
5/20/2016,1500
5/21/2016,1963
5/22/2016,1632
5/23/2016,1730
5/24/2016,1756
5/25/2016,1867
5/26/2016,1793
5/27/2016,1820
5/28/2016,2190
5/29/2016,1914
5/30/2016,2198
5/31/2016,1824
6/1/2016,1839
6/2/2016,1637
6/3/2016,1763
6/4/2016,1980
6/5/2016,1892
6/6/2016,2034
6/7/2016,2285
6/8/2016,2249
6/9/2016,2368
6/10/2016,2244
6/11/2016,2531
6/12/2016,2289
6/13/2016,2672
6/14/2016,2120
6/15/2016,2265
6/16/2016,1680
6/17/2016,1879
6/18/2016,2110
6/19/2016,2918
6/20/2016,2144
6/21/2016,2395
6/22/2016,2379
6/23/2016,2332
6/24/2016,1940
6/25/2016,3058
6/26/2016,2359
6/27/2016,3183
6/28/2016,1985
6/29/2016,2139
6/30/2016,1645
7/1/2016,2039
7/2/2016,1571
7/3/2016,2568
7/4/2016,2709
7/5/2016,2434
7/6/2016,2260
7/7/2016,1974
7/8/2016,2067
7/9/2016,1861
7/10/2016,2297
7/11/2016,3088
7/12/2016,1958
7/13/2016,2602
7/14/2016,2584
7/15/2016,2538
7/16/2016,2157
7/17/2016,2560
7/18/2016,3401
7/19/2016,1882
7/20/2016,2856
7/21/2016,2633
7/22/2016,2966
7/23/2016,2639
7/24/2016,1872
7/25/2016,1922
7/26/2016,2590
7/27/2016,1701
7/28/2016,2533
7/29/2016,1972
7/30/2016,1914
7/31/2016,1648
8/1/2016,1697
8/2/2016,1899
8/3/2016,1803
8/4/2016,2010
8/5/2016,1942
8/6/2016,2016
8/7/2016,2155
8/8/2016,1805
8/9/2016,2467
8/10/2016,2707
8/11/2016,1894
8/12/2016,4176
8/13/2016,3451
8/14/2016,2481
8/15/2016,2141
8/16/2016,3253
8/17/2016,2564
8/18/2016,2088
8/19/2016,2021
8/20/2016,2631
8/21/2016,2015
8/22/2016,3078
8/23/2016,2300
8/24/2016,3330
8/25/2016,3045
8/26/2016,3404
8/27/2016,2697
8/28/2016,2525
8/29/2016,1633
8/30/2016,1791
8/31/2016,1902
9/1/2016,1648
9/2/2016,1728
9/3/2016,1712
9/4/2016,1812
9/5/2016,1558
9/6/2016,1762
9/7/2016,1950
9/8/2016,1460
9/9/2016,1795
9/10/2016,1671
9/11/2016,1646
9/12/2016,1911
9/13/2016,1865
9/14/2016,1928
9/15/2016,1692
9/16/2016,2271
9/17/2016,1746
9/18/2016,1500
9/19/2016,1740
9/20/2016,1660
9/21/2016,1784
9/22/2016,1554
9/23/2016,1665
9/24/2016,1850
9/25/2016,2171
9/26/2016,1969
9/27/2016,2368
9/28/2016,2210
9/29/2016,2115
9/30/2016,2363
10/1/2016,2609
10/2/2016,2173
10/3/2016,1787
10/4/2016,2313
10/5/2016,2206
10/6/2016,2448
10/7/2016,2241
10/8/2016,3512
10/9/2016,2236
10/10/2016,2023
10/11/2016,2236
10/12/2016,2271
10/13/2016,2402
10/14/2016,2264
10/15/2016,2522
10/16/2016,2026
10/17/2016,3027
10/18/2016,2421
10/19/2016,3478
10/20/2016,2800
10/21/2016,3450
10/22/2016,4158
10/23/2016,3245
10/24/2016,2709
10/25/2016,2605
10/26/2016,1804
10/27/2016,2103
10/28/2016,1635
10/29/2016,3382
10/30/2016,3157
10/31/2016,1880
11/1/2016,2670
11/2/2016,2038
11/3/2016,1750
11/4/2016,3682
11/5/2016,4537
11/6/2016,2448
11/7/2016,1810
11/8/2016,2220
11/9/2016,2195
11/10/2016,2086
11/11/2016,2603
11/12/2016,2404
11/13/2016,2910
11/14/2016,2807
11/15/2016,1806
11/16/2016,1798
11/17/2016,1586
