residence_days,tol,move_window,move_thresh,move_scale,base_rate,down_factor,subject_r90,subject_r180,score,trial_mean_abs_err,trial_worst_abs_err,SURMOUNT-4_mid,STEP-1 extension_mid,STEP-4_mid
14,4.0,14,0.1,0.02,0.0075,1.0,-0.6980603435255207,-0.8310327239145825,0.1126115288124698,18.670117873885644,21.2046457235338,8.36100733348795,2.5760683920405354,3.3276036292752234
14,3.0,14,0.1,0.02,0.0075,0.5,-0.45890246805399276,-0.5753249841266534,0.11138779856277076,10.945587819940846,12.860291309240509,13.495727970103417,5.213652738209097,4.826803551261525
21,4.0,14,0.08,0.02,0.0075,1.0,-0.6151080074935767,-0.7630198210343769,0.11116480079585758,15.795270741375258,18.803779187021398,10.546848684914115,2.7682734611478947,3.6171866937554786
14,2.5,21,0.08,0.02,0.0075,1.0,-0.6219249687786339,-0.7680451466273448,0.11116200718832064,16.03581557350153,19.004665012028266,10.372539574038967,2.7461529823688755,3.5904098111797995
28,4.0,7,0.1,0.02,0.01,0.5,-0.5071013056111203,-0.632503631410844,0.11107472274397609,12.348752525968404,14.905153234777616,12.628437171381183,4.214822107398327,4.420856174642185
14,4.0,7,0.08,0.02,0.01,0.5,-0.5061637246852441,-0.6283773092589092,0.11046464202586054,12.458438340073107,14.653031585792137,12.969897361457738,4.158630141491027,4.415723116012352
14,2.5,21,0.1,0.02,0.0075,1.0,-0.6775264753508163,-0.815139162942018,0.11038246382565431,18.02447504957875,20.6654510533587,8.801907460659638,2.6434689752207916,3.4184081080067266
14,3.0,14,0.08,0.02,0.0075,1.0,-0.62580083419162,-0.7717325276757404,0.11033205461034407,16.201798107548637,19.14328174303032,10.275378392405447,2.7189679594693774,3.5607374257105313
21,4.0,21,0.08,0.02,0.01,1.0,-0.732901680170831,-0.8569098494350711,0.11012263438886596,19.98682123157645,22.304262115043606,8.157003983238628,1.9409659420626477,2.9449134389359903
21,3.0,7,0.1,0.02,0.01,0.5,-0.5078606175960174,-0.6323414914883609,0.10977481150932022,12.376977714613924,15.05462517944187,12.503365856932566,4.190552319185918,4.404117338787372
28,4.0,21,0.08,0.02,0.01,1.0,-0.7072602313306802,-0.8409789192450647,0.10920015687057844,19.11493933837104,21.576128769268088,8.773509943869266,2.016957517503495,3.061452953726187
21,4.0,14,0.1,0.02,0.0075,1.0,-0.6703591442122019,-0.8104935585592363,0.10854024182422209,17.836649020105373,20.50859219858723,8.938921794037217,2.661530688512505,3.43761967775018
21,4.0,21,0.1,0.02,0.005,1.0,-0.5242487952782363,-0.6671494414956213,0.10766391756702504,12.878730885920364,15.9010259992804,11.758874881643292,4.09317198509421,4.305543292792211
14,2.5,21,0.1,0.02,0.0075,0.5,-0.4515950600177871,-0.5668674602095995,0.10701923593867438,10.8847036570093,12.688175093892669,13.616199604416046,5.2547853330759065,4.856439561357462
14,3.0,14,0.1,0.02,0.0075,1.0,-0.6800096875865826,-0.8171502151094701,0.1064868303619863,18.24946823365874,20.853349255142156,8.66042903478875,2.614160480103636,3.3804192492353753
21,4.0,14,0.1,0.02,0.0075,0.5,-0.4488973158212671,-0.5656254873607929,0.10555969822820183,10.873414112282244,12.586933534742037,13.707408411667025,5.267949224985107,4.864557483475765
28,2.5,21,0.1,0.02,0.01,0.5,-0.48381091149379596,-0.608645760537991,0.10525160216901783,12.04210720582356,13.77171652083069,13.50000888416138,4.421702894234718,4.601777801633292
21,3.0,21,0.08,0.02,0.01,1.0,-0.7080002339162088,-0.8401790418579509,0.10470994615581117,19.29941822362695,21.73019232878586,8.664713516112213,1.9873786858432405,3.028646480345969
42,4.0,21,0.1,0.02,0.0075,1.0,-0.5917566019710025,-0.7422863037722822,0.10403627270911378,15.223061125213736,18.325910675761406,10.765574467905271,2.9343154194191716,3.7633839650041536
14,2.5,14,0.08,0.02,0.0075,1.0,-0.6097440563677519,-0.7568566344261558,0.10403405513711467,15.857588713357494,18.855822696348735,10.518288672611229,2.7515509918339642,3.6046430538974814
21,2.5,21,0.1,0.02,0.0075,1.0,-0.6332283778715296,-0.778654719022924,0.10384169008184954,16.69270737720217,19.553254024563675,9.741483558458091,2.77220685592516,3.585868605942822
14,4.0,21,0.08,0.02,0.01,1.0,-0.7496067835053961,-0.8664201130284335,0.10382453551808396,20.798184909596728,22.981854979537758,7.589822328440363,1.8683845076847974,2.8317955675630486
14,4.0,14,0.1,0.02,0.005,1.0,-0.5326210986802161,-0.6761395622865574,0.10319731747930347,13.255671696948717,16.43103472619383,11.358004209007603,3.9931789658629127,4.217508399199834
