date,fm,surplus,sp,pressure,suppression,expression_day
2015-12-19,46.4,407.0,45.43740686741091,-52.942622292400046,0.0,1
2015-12-20,46.52,967.0,45.438489460543494,-59.48307967010802,0.0,1
2015-12-21,46.8,173.0,45.43985097108295,-74.80819659043775,0.0,1
2015-12-22,46.85,5.0,45.44126112011186,-77.48063839384773,0.0,1
2015-12-23,46.85,67.0,45.44266985899175,-77.40315775545386,0.0,1
2015-12-24,46.87,1118.0,45.444097189132755,-78.42465459769834,0.0,1
2015-12-25,47.2,1871.0,45.445853091943626,-96.47807994310074,0.0,1
2015-12-26,47.73,-2056.0,45.44813723885168,-125.50245186315749,1930.4975481368424,0
2015-12-27,47.15,-689.0,45.449839101612824,-93.50884941129462,595.4911505887054,0
2015-12-28,46.96,-627.0,45.45134926251121,-82.97579056188361,544.0242094381164,0
2015-12-29,46.78,-369.0,45.4526779132487,-73.00271477132159,295.9972852286784,0
2015-12-30,46.68,-713.0,45.45390523533545,-67.43521205655036,645.5647879434497,0
2015-12-31,46.48,-731.0,45.45493133010011,-56.37877684449382,674.6212231555062,0
2016-01-01,46.27,-584.0,45.45574639877001,-44.783948067649604,539.2160519323504,0
2016-01-02,46.11,-644.0,45.456400652371244,-35.94796411958157,608.0520358804184,0
2016-01-03,45.93,-766.0,45.45687425171887,-26.021916155462,739.978083844538,0
2016-01-04,45.71,-774.0,45.45712737746715,-13.90799423930666,760.0920057606934,0
2016-01-05,45.49,-594.0,45.457160250089686,-1.8061862450673871,592.1938137549326,0
2016-01-06,45.32,-702.0,45.457023089839595,7.5362699411777,709.5362699411777,0
2016-01-07,45.12,-713.0,45.456686066749754,18.51773367123659,731.5177336712366,0
2016-01-08,44.91,-741.0,45.456139380683005,30.037665937565485,771.0376659375655,0
2016-01-09,44.7,-750.0,45.45538324130232,41.54607827162753,791.5460782716275,0
2016-01-10,44.48,-784.0,45.45440785806102,53.59243219335614,837.5924321933561,0
2016-01-11,44.26,-767.0,45.45321345020296,65.62673976116287,832.6267397611629,0
2016-01-12,44.04,-491.0,45.45180023675275,77.64901302140146,568.6490130214015,0
2016-01-13,43.89,-813.0,45.450238436516,85.81311400838011,898.8131140083801,0
2016-01-14,43.66,-765.0,45.44844819807949,98.36465089437212,863.3646508943721,0
2016-01-15,43.44,-691.0,45.446439749881414,110.35418624347787,801.3541862434779,0
2016-01-16,43.24,-747.0,45.44423331013153,121.23283205723403,868.2328320572341,0
2016-01-17,43.03,-748.0,45.441819076821396,132.65004922517673,880.6500492251768,0
2016-01-18,42.81,-772.0,45.43918725774458,144.60529917595167,916.6052991759517,0
2016-01-19,42.59,-480.0,45.43633807048683,156.54859387677564,636.5485938767756,0
2016-01-20,42.45,-809.0,45.43335173241635,164.084345282899,973.084345282899,0
2016-01-21,42.22,-824.0,45.43013838068393,176.55761093761612,1000.5576109376161,0
2016-01-22,41.98,-763.0,45.42668824230324,189.56785332667852,952.5678533266785,0
